,L1_orig,L2_orig,L3_orig,tuple_orig,count_orig,L1_edit,L2_edit,L3_edit
3751,Irundu,Minembwe,Congo,"('Irundu', 'Minembwe', 'Congo')",4,,,
3752,Irundu,Minembwe,Democratic Republic Of The Congo,"('Irundu', 'Minembwe', 'Democratic Republic Of The Congo')",1,,,
3753,Is A Student,Nairobi,Kenya,"('Is A Student', 'Nairobi', 'Kenya')",1,,,
3754,Isandlwana,Inquthu,South Africa,"('Isandlwana', 'Inquthu', 'South Africa')",7,,,
3755,Isandlwana,Isandlwana,South Africa,"('Isandlwana', 'Isandlwana', 'South Africa')",1,,,
3756,Isinya,Kajiado,Kenya,"('Isinya', 'Kajiado', 'Kenya')",11,,,
3757,Isinya,Nairobi,Kenya,"('Isinya', 'Nairobi', 'Kenya')",1,,,
3758,Israel,Israel,Israel,"('Israel', 'Israel', 'Israel')",2,,,
3759,Isreal,Israel,Israel,"('Isreal', 'Israel', 'Israel')",1,,,
3760,Istanbul,Dk,Turkey,"('Istanbul', 'Dk', 'Turkey')",1,,,
3761,Isukha,Kakamega,Kenya,"('Isukha', 'Kakamega', 'Kenya')",1,,,
3762,It Will Depend On My Academic Studies,N/A,N/A,"('It Will Depend On My Academic Studies', 'N/A', 'N/A')",1,,,
3763,It Will Depend On Where I Get Accepted At University Cause I Want To Stay At School,N/A,N/A,"('It Will Depend On Where I Get Accepted At University Cause I Want To Stay At School', 'N/A', 'N/A')",1,,,
3764,Ithanga,Ithanga,Kenya,"('Ithanga', 'Ithanga', 'Kenya')",2,,,
3765,Ithanga,Kiambu,Kenya,"('Ithanga', 'Kiambu', 'Kenya')",3,,,
3766,Ithanga,Machako,Kenya,"('Ithanga', 'Machako', 'Kenya')",1,,,
3767,Ithanga,Machakos,Kenya,"('Ithanga', 'Machakos', 'Kenya')",7,,,
3768,Ithanga,Nairobi,Kenya,"('Ithanga', 'Nairobi', 'Kenya')",1,,,
3769,Ivo,Ebonyi,Nigeria,"('Ivo', 'Ebonyi', 'Nigeria')",3,,,
3770,Ivory Park,Johannesburg,South Africa,"('Ivory Park', 'Johannesburg', 'South Africa')",2,,,
3771,Ivory Park,Mdrand,South Africa,"('Ivory Park', 'Mdrand', 'South Africa')",1,,,
3772,Ivory Park,Midrand,South Africa,"('Ivory Park', 'Midrand', 'South Africa')",3,,,
3773,Ivory Park,Tembisa,South Africa,"('Ivory Park', 'Tembisa', 'South Africa')",5,,,
3774,Iyaba,Lagos,Nigeria,"('Iyaba', 'Lagos', 'Nigeria')",1,,,
3775,Iyaba 27Th Montgomery Street In Lagos,Ibeku,Nigeria,"('Iyaba 27Th Montgomery Street In Lagos', 'Ibeku', 'Nigeria')",1,,,
3776,Iyala,Anambra,Nigeria,"('Iyala', 'Anambra', 'Nigeria')",5,,,
3777,Iyala ,Accra,Ghana,"('Iyala ', 'Accra', 'Ghana')",1,,,
3778,Ja,Accra,Ghana,"('Ja', 'Accra', 'Ghana')",1,,,
3779,Jabi,Abuja,Nigeria,"('Jabi', 'Abuja', 'Nigeria')",2,,,
3780,Jacqueville,Abidjan,Cote D'Ivoire,"('Jacqueville', 'Abidjan', ""Cote D'Ivoire"")",6,,,
3781,Jamaica,Jamaica,Jamaica,"('Jamaica', 'Jamaica', 'Jamaica')",2,,,
3782,Jamase,Jamase,Ghana,"('Jamase', 'Jamase', 'Ghana')",1,,,
3783,Jame/Accra,Accra,Ghana,"('Jame/Accra', 'Accra', 'Ghana')",1,,,
3784,James,Accra,Ghana,"('James', 'Accra', 'Ghana')",1,,,
3785,James  Town,Accra,Ghana,"('James  Town', 'Accra', 'Ghana')",1,,,
3786,James Jamestown,Accra,Ghana,"('James Jamestown', 'Accra', 'Ghana')",1,,,
3787,James Town,-1,-1,"('James Town', '-1', '-1')",36,,,
3788,James Town,Accra,Ghana,"('James Town', 'Accra', 'Ghana')",196,,,
3789,James Town,Bukom,Ghana,"('James Town', 'Bukom', 'Ghana')",4,,,
3790,James Town,James Town,Ghana,"('James Town', 'James Town', 'Ghana')",2,,,
3791,James Town ,Accra,Ghana,"('James Town ', 'Accra', 'Ghana')",24,,,
3792,James Town- M&G,Accra,Ghana,"('James Town- M&G', 'Accra', 'Ghana')",1,,,
3793,James town,Accra,Ghana,"('James town', 'Accra', 'Ghana')",2,,,
3794,Jamestown,Accra,Ghana,"('Jamestown', 'Accra', 'Ghana')",181,,,
3795,Jamestown,Accra,Ghana6,"('Jamestown', 'Accra', 'Ghana6')",1,,,
3796,Jamestown,Ghana,1,"('Jamestown', 'Ghana', '1')",1,,,
3797,Jamestown,Jamestown,Ghana,"('Jamestown', 'Jamestown', 'Ghana')",4,,,
3798,Jamestown,Jamestown Asene Kotopong,Ghana,"('Jamestown', 'Jamestown Asene Kotopong', 'Ghana')",1,,,
3799,Jamestown ,Accra,Ghana,"('Jamestown ', 'Accra', 'Ghana')",28,,,
3800,Jamestown  Jamestown,Accra,Ghana,"('Jamestown  Jamestown', 'Accra', 'Ghana')",1,,,
3801,Jamestown (Abola),Accra,Ghana,"('Jamestown (Abola)', 'Accra', 'Ghana')",1,,,
3802,Jamestown (Harbour Close),-1,-1,"('Jamestown (Harbour Close)', '-1', '-1')",1,,,
3803,Jamestown (Sraha Market),Accra,Ghana,"('Jamestown (Sraha Market)', 'Accra', 'Ghana')",1,,,
3804,Jamestown (Tafo),Accra,Ghana,"('Jamestown (Tafo)', 'Accra', 'Ghana')",1,,,
3805,Jamestown /Accra,Accra,Ghana,"('Jamestown /Accra', 'Accra', 'Ghana')",1,,,
3806,Jamestown 0,Accra,Ghana,"('Jamestown 0', 'Accra', 'Ghana')",1,,,
3807,Jamestown Akpangadjin,-1,-1,"('Jamestown Akpangadjin', '-1', '-1')",1,,,
3808,Jamestown And Its Surrounding Neighbourhoods,Accra,Ghana,"('Jamestown And Its Surrounding Neighbourhoods', 'Accra', 'Ghana')",1,,,
3809,Jamestown Area,Accra,Ghana,"('Jamestown Area', 'Accra', 'Ghana')",1,,,
3810,Jamestown Asene,Accra,Ghana,"('Jamestown Asene', 'Accra', 'Ghana')",1,,,
3811,Jamestown Asene,Asene,Ghana,"('Jamestown Asene', 'Asene', 'Ghana')",1,,,
3812,Jamestown Asene Kotopong,Accra,Ghana,"('Jamestown Asene Kotopong', 'Accra', 'Ghana')",3,,,
3813,Jamestown Atukpai,Accra,Ghana,"('Jamestown Atukpai', 'Accra', 'Ghana')",1,,,
3814,Jamestown Gbese,Accra,Ghana,"('Jamestown Gbese', 'Accra', 'Ghana')",1,,,
3815,Jamestown Hansen Road,Accra,Ghana,"('Jamestown Hansen Road', 'Accra', 'Ghana')",3,,,
3816,Jamestown Lodon Market,Accra,Ghana,"('Jamestown Lodon Market', 'Accra', 'Ghana')",1,,,
3817,Jamestown London Market,Accra,Ghana,"('Jamestown London Market', 'Accra', 'Ghana')",2,,,
3818,Jamestown London Market ,Accra,Ghana,"('Jamestown London Market ', 'Accra', 'Ghana')",1,,,
3819,Jamestown Mantse Agbona,Accra,Ghana,"('Jamestown Mantse Agbona', 'Accra', 'Ghana')",1,,,
3820,Jamestown Not Specific Place,Accra,Ghana,"('Jamestown Not Specific Place', 'Accra', 'Ghana')",1,,,
3821,Jamestown Otublohun,Accra,Ghana,"('Jamestown Otublohun', 'Accra', 'Ghana')",1,,,
3822,Jamestown(Moved From Place To Place Where There Is Construction),Accra,Ghana,"('Jamestown(Moved From Place To Place Where There Is Construction)', 'Accra', 'Ghana')",1,,,
3823,Jamestown~ Nii Ayikai Road,Accra,Ghana,"('Jamestown~ Nii Ayikai Road', 'Accra', 'Ghana')",1,,,
3824,Jamhuri,Jamhuri,Kenya,"('Jamhuri', 'Jamhuri', 'Kenya')",1,,,
3825,Jamhuri,Nairobi,Kenya,"('Jamhuri', 'Nairobi', 'Kenya')",1,,,
3826,Jamuhuri,Nairobi,Kenya,"('Jamuhuri', 'Nairobi', 'Kenya')",1,,,
3827,Jamuhuri Estate,Nairobi,Kenya,"('Jamuhuri Estate', 'Nairobi', 'Kenya')",1,,,
3828,Jan Fe Janefese,Garatau,South Africa,"('Jan Fe Janefese', 'Garatau', 'South Africa')",1,,,
3829,Jander,Niamey,Niger,"('Jander', 'Niamey', 'Niger')",1,,,
3830,Jane Furse,Johannesburg,South Africa,"('Jane Furse', 'Johannesburg', 'South Africa')",1,,,
3831,Jane Furse,Lebowakgomo,Sa,"('Jane Furse', 'Lebowakgomo', 'Sa')",3,,,
3832,Jangbe,Bimbila,Ghana,"('Jangbe', 'Bimbila', 'Ghana')",15,,,
3833,Jangbe ,Accra,Ghana,"('Jangbe ', 'Accra', 'Ghana')",1,,,
3834,Jawia,Tamale,Ghana,"('Jawia', 'Tamale', 'Ghana')",1,,,
3835,Jebodi,Jebodi,Nigeria,"('Jebodi', 'Jebodi', 'Nigeria')",1,,,
3836,Jeddah,Jeddah,Saudi Arabia,"('Jeddah', 'Jeddah', 'Saudi Arabia')",1,,,
3837,Jeppe,Johannesburg,South Africa,"('Jeppe', 'Johannesburg', 'South Africa')",2,,,
3838,Jericho,Ibadan,Nigeria,"('Jericho', 'Ibadan', 'Nigeria')",1,,,
3839,Jericho,Rustenburg,South Africa,"('Jericho', 'Rustenburg', 'South Africa')",2,,,
3840,Jerrico,Brits,South Africa,"('Jerrico', 'Brits', 'South Africa')",1,,,
3841,Jerusalem,Nairobi,Kenya,"('Jerusalem', 'Nairobi', 'Kenya')",2,,,
3842,Jet Park,-1,-1,"('Jet Park', '-1', '-1')",1,,,
3843,Jhb Cbd,Johannesburg,Sa,"('Jhb Cbd', 'Johannesburg', 'Sa')",1,,,
3844,Jhb Cbd,Johannesburg,South Africa,"('Jhb Cbd', 'Johannesburg', 'South Africa')",3,,,
3845,Jhb To Durban,Johannesburg,South Africa,"('Jhb To Durban', 'Johannesburg', 'South Africa')",1,,,
3846,Jhh Cbd,Johannesburg,South Africa,"('Jhh Cbd', 'Johannesburg', 'South Africa')",1,,,
3847,Jija Kona,Kakamega,Kenya,"('Jija Kona', 'Kakamega', 'Kenya')",3,,,
3848,Jijakona,Kakamega,Kenya,"('Jijakona', 'Kakamega', 'Kenya')",1,,,
3849,Jinja,Jinja,Uganda,"('Jinja', 'Jinja', 'Uganda')",1,,,
3850,Jirapa,Jirapa,Ghana,"('Jirapa', 'Jirapa', 'Ghana')",2,,,
3851,Jirapa,Lawra,Ghana,"('Jirapa', 'Lawra', 'Ghana')",6,,,
3852,Jirapa,Lawra,Ghanathats,"('Jirapa', 'Lawra', 'Ghanathats')",1,,,
3853,Jirapa ,Accra,Ghana,"('Jirapa ', 'Accra', 'Ghana')",1,,,
3854,Job Opportunities,Job Opportunities,Job Opportunities,"('Job Opportunities', 'Job Opportunities', 'Job Opportunities')",1,,,
3855,Joburg CBD,Johannesburg,South Africa,"('Joburg CBD', 'Johannesburg', 'South Africa')",36,,,
3856,Joburg Cbd,Johannesburg,South Africa,"('Joburg Cbd', 'Johannesburg', 'South Africa')",2,,,
3857,Joburg Cbd ,Johannesburg,South Africa,"('Joburg Cbd ', 'Johannesburg', 'South Africa')",1,,,
3858,Joel And Lilly Street,Johannesburg,South Africa,"('Joel And Lilly Street', 'Johannesburg', 'South Africa')",1,,,
3859,Johannesburg,-1,-1,"('Johannesburg', '-1', '-1')",13,,,
3860,Johannesburg,Barea,South Africa,"('Johannesburg', 'Barea', 'South Africa')",1,,,
3861,Johannesburg,Berea,South Africa,"('Johannesburg', 'Berea', 'South Africa')",2,,,
3862,Johannesburg,Hillbrow,South Africa,"('Johannesburg', 'Hillbrow', 'South Africa')",2,,,
3863,Johannesburg,Johannesburg,Johannesburg,"('Johannesburg', 'Johannesburg', 'Johannesburg')",1,,,
3864,Johannesburg,Johannesburg,Kenya,"('Johannesburg', 'Johannesburg', 'Kenya')",1,,,
3865,Johannesburg,Johannesburg,SA,"('Johannesburg', 'Johannesburg', 'SA')",6,,,
3866,Johannesburg,Johannesburg,Sa,"('Johannesburg', 'Johannesburg', 'Sa')",18,,,
3867,Johannesburg,Johannesburg,South Africa,"('Johannesburg', 'Johannesburg', 'South Africa')",239,,,
3868,Johannesburg,N/A,South Africa,"('Johannesburg', 'N/A', 'South Africa')",1,,,
3869,Johannesburg,South Africa,South Africa,"('Johannesburg', 'South Africa', 'South Africa')",3,,,
3870,Johannesburg (Sandton),Johannesburg,South Africa,"('Johannesburg (Sandton)', 'Johannesburg', 'South Africa')",1,,,
3871,Johannesburg And Katlehong,-1,-1,"('Johannesburg And Katlehong', '-1', '-1')",1,,,
3872,Johannesburg And Pretoria,Johannesburg,South Africa,"('Johannesburg And Pretoria', 'Johannesburg', 'South Africa')",1,,,
3873,Johannesburg Berea,Johannesburg,South Africa,"('Johannesburg Berea', 'Johannesburg', 'South Africa')",1,,,
3874,Johannesburg Berea Park,Johannesburg,South Africa,"('Johannesburg Berea Park', 'Johannesburg', 'South Africa')",1,,,
3875,Johannesburg Cbd,-1,-1,"('Johannesburg Cbd', '-1', '-1')",4,,,
3876,Johannesburg Cbd,Johannesburg,South Africa,"('Johannesburg Cbd', 'Johannesburg', 'South Africa')",18,,,
3877,Johannesburg City,Johannesburg,South Africa,"('Johannesburg City', 'Johannesburg', 'South Africa')",1,,,
3878,Johannesburg Monderfontein Factory,Johannesburg,South Africa,"('Johannesburg Monderfontein Factory', 'Johannesburg', 'South Africa')",1,,,
3879,Johannesburg Near Hillbrow,Johannesburg,South Africa,"('Johannesburg Near Hillbrow', 'Johannesburg', 'South Africa')",1,,,
3880,Johannesburg To Durban,Johannesburg,South Africa,"('Johannesburg To Durban', 'Johannesburg', 'South Africa')",1,,,
3881,Johannesburg To Durban Long Distance,Johannesburg,South Africa,"('Johannesburg To Durban Long Distance', 'Johannesburg', 'South Africa')",1,,,
3882,Johannesburg/Pretoria,-1,-1,"('Johannesburg/Pretoria', '-1', '-1')",1,,,
3883,Johannesburg~Car Town No Stable Place I Travel According To My Placement,Johannesburg,South Africa,"('Johannesburg~Car Town No Stable Place I Travel According To My Placement', 'Johannesburg', 'South Africa')",1,,,
3884,Johannesburg~To Ekurhuleni,-1,-1,"('Johannesburg~To Ekurhuleni', '-1', '-1')",1,,,
3885,Johhanesburg,Johannesburg,South Africa,"('Johhanesburg', 'Johannesburg', 'South Africa')",1,,,
3886,Jomvu,Mombasa,Kenya,"('Jomvu', 'Mombasa', 'Kenya')",2,,,
3887,Jos,Jos,Nigeria,"('Jos', 'Jos', 'Nigeria')",1,,,
3888,Joska,Joska,Kenya,"('Joska', 'Joska', 'Kenya')",1,,,
3889,Joska,Machakos,Kenya,"('Joska', 'Machakos', 'Kenya')",2,,,
3890,Joska,Nairobi,Kenya,"('Joska', 'Nairobi', 'Kenya')",4,,,
3891,Joyland,Kakamega,Kenya,"('Joyland', 'Kakamega', 'Kenya')",2,,,
3892,Juabeng,Koforidua,Ghana,"('Juabeng', 'Koforidua', 'Ghana')",2,,,
3893,Juapong,Ho,Ghana,"('Juapong', 'Ho', 'Ghana')",1,,,
3894,Juaso,Juaso,Ghana,"('Juaso', 'Juaso', 'Ghana')",1,,,
3895,Juba,Juba,Juba,"('Juba', 'Juba', 'Juba')",1,,,
3896,Juba,Juba,Kenya,"('Juba', 'Juba', 'Kenya')",3,,,
3897,Juba,Juba,S.Sudan,"('Juba', 'Juba', 'S.Sudan')",1,,,
3898,Juba,Juba,South Sudan,"('Juba', 'Juba', 'South Sudan')",43,,,
3899,Juba,Juba,Southsudan,"('Juba', 'Juba', 'Southsudan')",1,,,
3900,Juba,South Sudan,South Sudan,"('Juba', 'South Sudan', 'South Sudan')",1,,,
3901,Juba,Upper Nill,South Sudan,"('Juba', 'Upper Nill', 'South Sudan')",1,,,
3902,Juba,juba,South Sudan,"('Juba', 'juba', 'South Sudan')",1,,,
3903,Jubile,Jubile,South Africa,"('Jubile', 'Jubile', 'South Africa')",1,,,
3904,Juja,Juja,Kenya,"('Juja', 'Juja', 'Kenya')",1,,,
3905,Juja,Kiambu,Kenya,"('Juja', 'Kiambu', 'Kenya')",10,,,
3906,Juja,Kiambu,Kenyan,"('Juja', 'Kiambu', 'Kenyan')",1,,,
3907,Juja,Kiambu,Nairobi,"('Juja', 'Kiambu', 'Nairobi')",1,,,
3908,Juja,Nairobi,Kenya,"('Juja', 'Nairobi', 'Kenya')",4,,,
3909,Just Within Kawangware,-1,-1,"('Just Within Kawangware', '-1', '-1')",1,,,
3910,KASOA,NA,GHANA,"('KASOA', 'NA', 'GHANA')",1,,,
3911,KETU EGIN,JEBODI,NIGERIA,"('KETU EGIN', 'JEBODI', 'NIGERIA')",1,,,
3912,KUMASI,KUMASI,GHANA,"('KUMASI', 'KUMASI', 'GHANA')",1,,,
3913,Ka.Uri Kamuri,Kampala,Uganda,"('Ka.Uri Kamuri', 'Kampala', 'Uganda')",1,,,
3914,Ka2Angware,Nairobi,Kenya,"('Ka2Angware', 'Nairobi', 'Kenya')",1,,,
3915,Kabale,Kampala,Uganda,"('Kabale', 'Kampala', 'Uganda')",1,,,
3916,Kabarnet,Karnet,Kenya,"('Kabarnet', 'Karnet', 'Kenya')",2,,,
3917,Kabati,Kitui,Kenya,"('Kabati', 'Kitui', 'Kenya')",3,,,
3918,Kabingo,Fizi,Democratic Republic Of The Congo,"('Kabingo', 'Fizi', 'Democratic Republic Of The Congo')",1,,,
3919,Kabingo,Kabingo,Democratic Republic Of The Congo,"('Kabingo', 'Kabingo', 'Democratic Republic Of The Congo')",1,,,
3920,Kabingo,Minembwe,Democratic Republic Of The Congo,"('Kabingo', 'Minembwe', 'Democratic Republic Of The Congo')",1,,,
3921,Kabingu,Minembwe,Democratic Republic Of The Congo,"('Kabingu', 'Minembwe', 'Democratic Republic Of The Congo')",2,,,
3922,Kabiria,Kabiria,Kenya,"('Kabiria', 'Kabiria', 'Kenya')",1,,,
3923,Kabiria,Nairobi,Kenya,"('Kabiria', 'Nairobi', 'Kenya')",5,,,
3924,Kabiria Kawangware,Nairobi,Kenya,"('Kabiria Kawangware', 'Nairobi', 'Kenya')",3,,,
3925,Kabiro,Nairobi,Kenya,"('Kabiro', 'Nairobi', 'Kenya')",2,,,
3926,Kabondo,Oyugis,Kenya,"('Kabondo', 'Oyugis', 'Kenya')",1,,,
3927,Kabondo ,Nairobi,Kenya,"('Kabondo ', 'Nairobi', 'Kenya')",1,,,
3928,Kabonyo,Kisumu,Kenya,"('Kabonyo', 'Kisumu', 'Kenya')",2,,,
3929,Kabuchai,Bungoma,Kenya,"('Kabuchai', 'Bungoma', 'Kenya')",2,,,
3930,Kabul,Kabul,Iraq,"('Kabul', 'Kabul', 'Iraq')",1,,,
3931,Kabwe,Johannesburg,South Africa,"('Kabwe', 'Johannesburg', 'South Africa')",1,,,
3932,Kabwe,Lusaka,Zambia,"('Kabwe', 'Lusaka', 'Zambia')",11,,,
3933,Kade,Kade,Ghana,"('Kade', 'Kade', 'Ghana')",1,,,
3934,Kadenge,Siaya,Kenya,"('Kadenge', 'Siaya', 'Kenya')",1,,,
3935,Kadjebi,Hohoe,Ghana,"('Kadjebi', 'Hohoe', 'Ghana')",2,,,
3936,Kadjebi ,Accra,Ghana,"('Kadjebi ', 'Accra', 'Ghana')",1,,,
3937,Kado,Abuja,Nigeria,"('Kado', 'Abuja', 'Nigeria')",1,,,
3938,Kaduna,Igbo State,Nigeria,"('Kaduna', 'Igbo State', 'Nigeria')",1,,,
3939,Kaduna,Kaduna,Nigeria,"('Kaduna', 'Kaduna', 'Nigeria')",1,,,
3940,Kafubu,Lubumbashi,Democratic Republic Of The Congo,"('Kafubu', 'Lubumbashi', 'Democratic Republic Of The Congo')",5,,,
3941,Kagaa,Githunguri,Kenya,"('Kagaa', 'Githunguri', 'Kenya')",5,,,
3942,Kagaa,Nairobi,Kenya,"('Kagaa', 'Nairobi', 'Kenya')",1,,,
3943,Kagaene,Kagaene,Kenya,"('Kagaene', 'Kagaene', 'Kenya')",1,,,
3944,Kagan,Homa Bay,Kenya,"('Kagan', 'Homa Bay', 'Kenya')",6,,,
3945,Kagan,Nairobi,Kenya,"('Kagan', 'Nairobi', 'Kenya')",1,,,
3946,Kagio,Kirinyaga,Kenya,"('Kagio', 'Kirinyaga', 'Kenya')",1,,,
3947,Kagiso,Johannesburg,South Africa,"('Kagiso', 'Johannesburg', 'South Africa')",1,,,
3948,Kagiso,Kagiso,South Africa,"('Kagiso', 'Kagiso', 'South Africa')",2,,,
3949,Kagiso,Krugersdorp,Sa,"('Kagiso', 'Krugersdorp', 'Sa')",2,,,
3950,Kagiso,Krugersdorp,South Africa,"('Kagiso', 'Krugersdorp', 'South Africa')",4,,,
3951,Kagiso,Roodepoort,South Africa,"('Kagiso', 'Roodepoort', 'South Africa')",2,,,
3952,Kagunda,Kagunda,Kenya,"('Kagunda', 'Kagunda', 'Kenya')",1,,,
3953,Kagundo,Machakos,Kenya,"('Kagundo', 'Machakos', 'Kenya')",2,,,
3954,Kagundo  Road,Nairobi,Kenya,"('Kagundo  Road', 'Nairobi', 'Kenya')",1,,,
3955,Kagundo Road,Nairobi,Kenya,"('Kagundo Road', 'Nairobi', 'Kenya')",6,,,
3956,Kahawa,Kahawa,Kenya,"('Kahawa', 'Kahawa', 'Kenya')",1,,,
3957,Kahawa,Nairobi,Kenya,"('Kahawa', 'Nairobi', 'Kenya')",8,,,
3958,Kahawa,Thika,Kenya,"('Kahawa', 'Thika', 'Kenya')",1,,,
3959,Kahawa  Wendanyi,Nairobi,Kenya,"('Kahawa  Wendanyi', 'Nairobi', 'Kenya')",1,,,
3960,Kahawa Wendani,Kiambu,Kenya,"('Kahawa Wendani', 'Kiambu', 'Kenya')",1,,,
3961,Kahawa Wendanyi,Nairobi,Kenya,"('Kahawa Wendanyi', 'Nairobi', 'Kenya')",3,,,
3962,Kahawa West,Kahawa West,Kenyan,"('Kahawa West', 'Kahawa West', 'Kenyan')",1,,,
3963,Kahololo,Uvira,Democratic Republic Of The Congo,"('Kahololo', 'Uvira', 'Democratic Republic Of The Congo')",5,,,
3964,Kahuha,Nairobi,Kenya,"('Kahuha', 'Nairobi', 'Kenya')",1,,,
3965,Kahuha,Uvira,Kenya,"('Kahuha', 'Uvira', 'Kenya')",1,,,
3966,Kai,Machakos,Kenya,"('Kai', 'Machakos', 'Kenya')",2,,,
3967,Kai,Machakos,Kenyan,"('Kai', 'Machakos', 'Kenyan')",1,,,
3968,Kai,Nairobi,Kenya,"('Kai', 'Nairobi', 'Kenya')",1,,,
3969,Kaiti,Wote,Kenya,"('Kaiti', 'Wote', 'Kenya')",17,,,
3970,Kajiado,Kajiado,Kenya,"('Kajiado', 'Kajiado', 'Kenya')",20,,,
3971,Kajimbo,Katito,Kenya,"('Kajimbo', 'Katito', 'Kenya')",5,,,
3972,Kajimbo,Nairobi,Kenya,"('Kajimbo', 'Nairobi', 'Kenya')",1,,,
3973,Kajuku,Nairobi,Kenya,"('Kajuku', 'Nairobi', 'Kenya')",1,,,
3974,Kajulu,Kenya,Kenya,"('Kajulu', 'Kenya', 'Kenya')",1,,,
3975,Kajulu,Kisumu,Kenya,"('Kajulu', 'Kisumu', 'Kenya')",9,,,
3976,Kajulu,Kisumu,Kisumu,"('Kajulu', 'Kisumu', 'Kisumu')",1,,,
3977,Kakameg,Kakamega,Kenya,"('Kakameg', 'Kakamega', 'Kenya')",1,,,
3978,Kakamega,Kakamega,Kenya,"('Kakamega', 'Kakamega', 'Kenya')",50,,,
3979,Kakamega,Nairobi,Kenya,"('Kakamega', 'Nairobi', 'Kenya')",1,,,
3980,Kakamega Town,Kakamega Town,Kenya,"('Kakamega Town', 'Kakamega Town', 'Kenya')",1,,,
3981,Kakamenga,Kakamega,Kenya,"('Kakamenga', 'Kakamega', 'Kenya')",3,,,
3982,Kakamenga,Kakamenga,Kenya,"('Kakamenga', 'Kakamenga', 'Kenya')",2,,,
3983,Kakamenga,Kitale,Kenya,"('Kakamenga', 'Kitale', 'Kenya')",1,,,
3984,Kakangata,Bukavu,Democratic Republic Of The Congo,"('Kakangata', 'Bukavu', 'Democratic Republic Of The Congo')",2,,,
3985,Kakasunanka,Tamale,Ghana,"('Kakasunanka', 'Tamale', 'Ghana')",1,,,
3986,Kakenge,Minembwe,Congo,"('Kakenge', 'Minembwe', 'Congo')",7,,,
3987,Kakenge,Minembwe,Democratic Republic Of The Congo,"('Kakenge', 'Minembwe', 'Democratic Republic Of The Congo')",1,,,
3988,Kakenge,Minembwe,Kenya,"('Kakenge', 'Minembwe', 'Kenya')",1,,,
3989,Kakitu,Makueni,Kenya,"('Kakitu', 'Makueni', 'Kenya')",1,,,
3990,Kakuma,Juba,South Sudan,"('Kakuma', 'Juba', 'South Sudan')",1,,,
3991,Kakuma,Lodwar,Kenya,"('Kakuma', 'Lodwar', 'Kenya')",13,,,
3992,Kakuma,Nairobi,Kenya,"('Kakuma', 'Nairobi', 'Kenya')",2,,,
3993,Kakuma,Turkana,Kenya,"('Kakuma', 'Turkana', 'Kenya')",18,,,
3994,Kakuma Refugees Camp,Turkana,Kenya,"('Kakuma Refugees Camp', 'Turkana', 'Kenya')",1,,,
3995,Kakuri,Kaduna,Nigeria,"('Kakuri', 'Kaduna', 'Nigeria')",2,,,
3996,Kakuyuni,Machakos,Kenya,"('Kakuyuni', 'Machakos', 'Kenya')",3,,,
3997,Kakuyuni-Machakos ,Nairobi,Kenya,"('Kakuyuni-Machakos ', 'Nairobi', 'Kenya')",1,,,
3998,Kalaba,Dr,Nigeria,"('Kalaba', 'Dr', 'Nigeria')",1,,,
3999,Kalaba,Lagos,Nigeria,"('Kalaba', 'Lagos', 'Nigeria')",1,,,
4000,Kalavi,Cotonou,Benin,"('Kalavi', 'Cotonou', 'Benin')",2,,,
4001,Kalfontein,Johannesburg,South Africa,"('Kalfontein', 'Johannesburg', 'South Africa')",1,,,
4002,Kalifulavi,Cotonou,Benin,"('Kalifulavi', 'Cotonou', 'Benin')",1,,,
4003,Kalii,Makindu,Kenya,"('Kalii', 'Makindu', 'Kenya')",6,,,
4004,Kalii Makueni,Nairobi,Kenya,"('Kalii Makueni', 'Nairobi', 'Kenya')",1,,,
4005,Kalinge,Kalinge,Democratic Republic Of The Congo,"('Kalinge', 'Kalinge', 'Democratic Republic Of The Congo')",1,,,
4006,Kaloleni,Nairobi,Kenya,"('Kaloleni', 'Nairobi', 'Kenya')",3,,,
4007,Kamagambo,Siaya Town,Kenya,"('Kamagambo', 'Siaya Town', 'Kenya')",4,,,
4008,Kamakwa,Nairobi,Kenya,"('Kamakwa', 'Nairobi', 'Kenya')",1,,,
4009,Kamakwa,Nyeri,Kenya,"('Kamakwa', 'Nyeri', 'Kenya')",6,,,
4010,Kamaphophe,Johannesburg,South Africa,"('Kamaphophe', 'Johannesburg', 'South Africa')",1,,,
4011,Kamaphophe,Malamulele,South Africa,"('Kamaphophe', 'Malamulele', 'South Africa')",4,,,
4012,Kambako,Johannesburg,South Africa,"('Kambako', 'Johannesburg', 'South Africa')",1,,,
4013,Kambako,Kambako,Tzaneen,"('Kambako', 'Kambako', 'Tzaneen')",2,,,
4014,Kambako,Tzaneen,South Africa,"('Kambako', 'Tzaneen', 'South Africa')",5,,,
4015,Kambhokota,Makhado,South Africa,"('Kambhokota', 'Makhado', 'South Africa')",1,,,
4016,Kambo,Kambo,Kenya,"('Kambo', 'Kambo', 'Kenya')",3,,,
4017,Kamenya,Kisumu,Kenya,"('Kamenya', 'Kisumu', 'Kenya')",6,,,
4018,Kamenya,Nairobi,Kenya,"('Kamenya', 'Nairobi', 'Kenya')",1,,,
4019,Kami A Barracks,Tamale,Ghana,"('Kami A Barracks', 'Tamale', 'Ghana')",1,,,
4020,Kamina,Kamina,Togo,"('Kamina', 'Kamina', 'Togo')",1,,,
