,L1_orig,L2_orig,L3_orig,tuple_orig,count_orig,L1_edit,L2_edit,L3_edit
4021,Kamita,Nairobi,Kenya,"('Kamita', 'Nairobi', 'Kenya')",1,,,
4022,Kamitha,Nairobi,Kenya,"('Kamitha', 'Nairobi', 'Kenya')",1,,,
4023,Kamocha,Kampala,Uganda,"('Kamocha', 'Kampala', 'Uganda')",1,,,
4024,Kampa,Tanzania,Tanzania,"('Kampa', 'Tanzania', 'Tanzania')",1,,,
4025,Kampala,Kamapala,Kenya,"('Kampala', 'Kamapala', 'Kenya')",1,,,
4026,Kampala,Kampala,Kenya,"('Kampala', 'Kampala', 'Kenya')",10,,,
4027,Kampala,Kampala,Uganda,"('Kampala', 'Kampala', 'Uganda')",63,,,
4028,Kampala,Kampala,Unganda,"('Kampala', 'Kampala', 'Unganda')",1,,,
4029,Kampala,Kampala,unganda,"('Kampala', 'Kampala', 'unganda')",1,,,
4030,Kampala,Uganda,Kenya,"('Kampala', 'Uganda', 'Kenya')",1,,,
4031,Kampala ,Nairobi,Kenya,"('Kampala ', 'Nairobi', 'Kenya')",2,,,
4032,Kampala Town,Kampala,Uganda,"('Kampala Town', 'Kampala', 'Uganda')",1,,,
4033,Kamsaoghi,Ouagadougou,Burkina Faso,"('Kamsaoghi', 'Ouagadougou', 'Burkina Faso')",11,,,
4034,Kamsero,Homa Bay,Kenya,"('Kamsero', 'Homa Bay', 'Kenya')",3,,,
4035,Kamsero,Kamsero,Kenya,"('Kamsero', 'Kamsero', 'Kenya')",1,,,
4036,Kamulu,City,Kenya,"('Kamulu', 'City', 'Kenya')",1,,,
4037,Kamulu,Nairobi,Kenya,"('Kamulu', 'Nairobi', 'Kenya')",9,,,
4038,Kamuri,Kampala,Uganda,"('Kamuri', 'Kampala', 'Uganda')",2,,,
4039,Kanana,Jubile,Sa,"('Kanana', 'Jubile', 'Sa')",1,,,
4040,Kanana,Kanana,Sa,"('Kanana', 'Kanana', 'Sa')",1,,,
4041,Kanana,Kanana,South Africa,"('Kanana', 'Kanana', 'South Africa')",2,,,
4042,Kanana,Klerksdorp,South Africa,"('Kanana', 'Klerksdorp', 'South Africa')",1,,,
4043,Kandara,Murangâ€™A,Kenya,"('Kandara', 'Murangâ€™A', 'Kenya')",3,,,
4044,Kandi,Port-Novo,Benin,"('Kandi', 'Port-Novo', 'Benin')",11,,,
4045,Kandiga,Navorongo,Ghana,"('Kandiga', 'Navorongo', 'Ghana')",3,,,
4046,Kaneshi,Accra,Ghana,"('Kaneshi', 'Accra', 'Ghana')",5,,,
4047,Kaneshie,Accra,Ghana,"('Kaneshie', 'Accra', 'Ghana')",26,,,
4048,Kaneshie,Kaneshie,Ghana,"('Kaneshie', 'Kaneshie', 'Ghana')",5,,,
4049,Kaneshie,Old Fadama,Ghana,"('Kaneshie', 'Old Fadama', 'Ghana')",2,,,
4050,Kaneshie ,Accra,Ghana,"('Kaneshie ', 'Accra', 'Ghana')",3,,,
4051,Kaneshie  And Old Fadama,Accra,Ghana,"('Kaneshie  And Old Fadama', 'Accra', 'Ghana')",1,,,
4052,Kaneshie Station,Accra,Ghana,"('Kaneshie Station', 'Accra', 'Ghana')",1,,,
4053,Kaneshie Zongo,Accra,Ghana,"('Kaneshie Zongo', 'Accra', 'Ghana')",1,,,
4054,Kangaita,Kerugoya,Kenya,"('Kangaita', 'Kerugoya', 'Kenya')",6,,,
4055,Kangema,Kangema,Kenya,"('Kangema', 'Kangema', 'Kenya')",1,,,
4056,Kangema,Murangâ€™A,Kenya,"('Kangema', 'Murangâ€™A', 'Kenya')",2,,,
4057,Kangema,Nairobi,Kenya,"('Kangema', 'Nairobi', 'Kenya')",2,,,
4058,Kangemi,Nairobi,Kengemi,"('Kangemi', 'Nairobi', 'Kengemi')",1,,,
4059,Kangemi,Nairobi,Kenya,"('Kangemi', 'Nairobi', 'Kenya')",31,,,
4060,Kangemi ,Nairobi,Kenya,"('Kangemi ', 'Nairobi', 'Kenya')",4,,,
4061,Kangeni,Nairobi,Kenya,"('Kangeni', 'Nairobi', 'Kenya')",1,,,
4062,Kangeta,Maua,Kenya,"('Kangeta', 'Maua', 'Kenya')",4,,,
4063,Kangeta,Nairobi,Kenya,"('Kangeta', 'Nairobi', 'Kenya')",1,,,
4064,Kangundo,Machakos,Kenya,"('Kangundo', 'Machakos', 'Kenya')",5,,,
4065,Kangundo,Nairobi,Kenya,"('Kangundo', 'Nairobi', 'Kenya')",1,,,
4066,Kanisani,Nairobi,Kenya,"('Kanisani', 'Nairobi', 'Kenya')",2,,,
4067,Kanja,Accra,Ghana,"('Kanja', 'Accra', 'Ghana')",1,,,
4068,Kanja,Sandema,Ghana,"('Kanja', 'Sandema', 'Ghana')",5,,,
4069,Kano,Dk,Nigeria,"('Kano', 'Dk', 'Nigeria')",1,,,
4070,Kano,Kano,Nigeria,"('Kano', 'Kano', 'Nigeria')",3,,,
4071,Kano,Lga,Nigeria,"('Kano', 'Lga', 'Nigeria')",1,,,
4072,Kanono,Uvira,Congo,"('Kanono', 'Uvira', 'Congo')",5,,,
4073,Kanono,Uvira,Kenya,"('Kanono', 'Uvira', 'Kenya')",1,,,
4074,Kanono Congo,Kanono Congo,Congo,"('Kanono Congo', 'Kanono Congo', 'Congo')",1,,,
4075,Kanorero,Muranga,Kenya,"('Kanorero', 'Muranga', 'Kenya')",2,,,
4076,Kansas,Kansas City,Usa,"('Kansas', 'Kansas City', 'Usa')",2,,,
4077,Kantamanto,Accra,Ghana,"('Kantamanto', 'Accra', 'Ghana')",7,,,
4078,Kantamanto ,Accra,Ghana,"('Kantamanto ', 'Accra', 'Ghana')",2,,,
4079,Kantamanto In Accra Central,Accra,Ghana,"('Kantamanto In Accra Central', 'Accra', 'Ghana')",2,,,
4080,Kantamato Market,Accra,Ghana,"('Kantamato Market', 'Accra', 'Ghana')",1,,,
4081,Kantamatu Market,Accra,Ghana,"('Kantamatu Market', 'Accra', 'Ghana')",1,,,
4082,Kanyaduera,Kisumu,Kenya,"('Kanyaduera', 'Kisumu', 'Kenya')",3,,,
4083,Kanyaduera,Nairobi,Kenya,"('Kanyaduera', 'Nairobi', 'Kenya')",1,,,
4084,Kanyamedha,Kisumu,Kenya,"('Kanyamedha', 'Kisumu', 'Kenya')",2,,,
4085,Kanyamedha,Nairobi,Kenya,"('Kanyamedha', 'Nairobi', 'Kenya')",2,,,
4086,Kanyamkago,Migori,Kenya,"('Kanyamkago', 'Migori', 'Kenya')",4,,,
4087,Kanyidoto,Homa Bay,Kenya,"('Kanyidoto', 'Homa Bay', 'Kenya')",3,,,
4088,Kanyidoto,Nairobi,Kenya,"('Kanyidoto', 'Nairobi', 'Kenya')",1,,,
4089,Kanyimbo,Gucha,Kenya,"('Kanyimbo', 'Gucha', 'Kenya')",4,,,
4090,Kanyimbo,Kisii,Kenya,"('Kanyimbo', 'Kisii', 'Kenya')",1,,,
4091,Kanyipiu,Homa Bay,Kenya,"('Kanyipiu', 'Homa Bay', 'Kenya')",3,,,
4092,Kapani,Pietritief,South Africa,"('Kapani', 'Pietritief', 'South Africa')",1,,,
4093,Kapenguria,Kitale,Kenya,"('Kapenguria', 'Kitale', 'Kenya')",2,,,
4094,Kapiyo,Kisumu,Kenya,"('Kapiyo', 'Kisumu', 'Kenya')",3,,,
4095,Kapiyo,Nairobi,Kenya,"('Kapiyo', 'Nairobi', 'Kenya')",1,,,
4096,Kapkenigi,Kapsabet,Kenya,"('Kapkenigi', 'Kapsabet', 'Kenya')",3,,,
4097,Kapkenigi,Nairobi,Kenya,"('Kapkenigi', 'Nairobi', 'Kenya')",1,,,
4098,Kapsabet,Eldoret,Kenya,"('Kapsabet', 'Eldoret', 'Kenya')",1,,,
4099,Kapsabet,Kakamenga,Kenya,"('Kapsabet', 'Kakamenga', 'Kenya')",5,,,
4100,Kapsabet,Kapsabet,Kenya,"('Kapsabet', 'Kapsabet', 'Kenya')",6,,,
4101,Kapsabet,Nairobi,Kenya,"('Kapsabet', 'Nairobi', 'Kenya')",2,,,
4102,Kapsabet,Nandi,Kenya,"('Kapsabet', 'Nandi', 'Kenya')",1,,,
4103,Kapsaret,Eldoret,Kenya,"('Kapsaret', 'Eldoret', 'Kenya')",1,,,
4104,Kapseret,Eldoret,Kenya,"('Kapseret', 'Eldoret', 'Kenya')",3,,,
4105,Kapseret,Nairobi,Kenya,"('Kapseret', 'Nairobi', 'Kenya')",1,,,
4106,Kaqangware,Nairobi,Kenya,"('Kaqangware', 'Nairobi', 'Kenya')",1,,,
4107,Karabuor,Kisumu,Kenya,"('Karabuor', 'Kisumu', 'Kenya')",5,,,
4108,Karabuor,Nairobi,Kenya,"('Karabuor', 'Nairobi', 'Kenya')",3,,,
4109,Karaini,Kerugoya,Kenya,"('Karaini', 'Kerugoya', 'Kenya')",8,,,
4110,Karama,Karama,Kenya,"('Karama', 'Karama', 'Kenya')",2,,,
4111,Karateng,Kisumu,Kenya,"('Karateng', 'Kisumu', 'Kenya')",12,,,
4112,Karateng ,Nairobi,Kenya,"('Karateng ', 'Nairobi', 'Kenya')",1,,,
4113,Karatina,Karatina,Kenya,"('Karatina', 'Karatina', 'Kenya')",1,,,
4114,Karatina,Karatina,Nyeri,"('Karatina', 'Karatina', 'Nyeri')",1,,,
4115,Karatina,Nairobi,Kenya,"('Karatina', 'Nairobi', 'Kenya')",1,,,
4116,Karatina,Nyeri,Kenya,"('Karatina', 'Nyeri', 'Kenya')",9,,,
4117,Karatina-Nyeri,Nairobi,Kenya,"('Karatina-Nyeri', 'Nairobi', 'Kenya')",1,,,
4118,Karega,Karega,Ghana,"('Karega', 'Karega', 'Ghana')",1,,,
4119,Karen,-1,-1,"('Karen', '-1', '-1')",1,,,
4120,Karen,Karen,Kenya,"('Karen', 'Karen', 'Kenya')",1,,,
4121,Karen,Nairobi,Kenya,"('Karen', 'Nairobi', 'Kenya')",53,,,
4122,Karen,Nairobi,kenya,"('Karen', 'Nairobi', 'kenya')",1,,,
4123,Karen ~Rongai,-1,-1,"('Karen ~Rongai', '-1', '-1')",1,,,
4124,Kariakor,Nairobi,Kenya,"('Kariakor', 'Nairobi', 'Kenya')",1,,,
4125,Karinde,Kiambu,Kenya,"('Karinde', 'Kiambu', 'Kenya')",3,,,
4126,Karinde,Nairobi,Kenya,"('Karinde', 'Nairobi', 'Kenya')",1,,,
4127,Karinga,Murangâ€™A Town,Kenya,"('Karinga', 'Murangâ€™A Town', 'Kenya')",4,,,
4128,Kariobangi,Kariobangi,Kenya,"('Kariobangi', 'Kariobangi', 'Kenya')",4,,,
4129,Kariobangi,Nairobi,Kenya,"('Kariobangi', 'Nairobi', 'Kenya')",11,,,
4130,Karnet,Karnet,Kenya,"('Karnet', 'Karnet', 'Kenya')",2,,,
4131,Karonga,Karonga,Malawi,"('Karonga', 'Karonga', 'Malawi')",1,,,
4132,Karumaindo (Rongai),Nairobi,Kenya,"('Karumaindo (Rongai)', 'Nairobi', 'Kenya')",1,,,
4133,Karungu,Migori,Kenya,"('Karungu', 'Migori', 'Kenya')",6,,,
4134,Kas Kasoa,Accra,Ghana,"('Kas Kasoa', 'Accra', 'Ghana')",1,,,
4135,Kasama,Ziguinchor,Ghana,"('Kasama', 'Ziguinchor', 'Ghana')",1,,,
4136,Kasama,Ziguinchor,Senegal,"('Kasama', 'Ziguinchor', 'Senegal')",3,,,
4137,Kasanda,Kampala,Uganda,"('Kasanda', 'Kampala', 'Uganda')",1,,,
4138,Kasarani,Nairobi,K8,"('Kasarani', 'Nairobi', 'K8')",1,,,
4139,Kasarani,Nairobi,Kenya,"('Kasarani', 'Nairobi', 'Kenya')",69,,,
4140,Kasese,-1,-1,"('Kasese', '-1', '-1')",1,,,
4141,Kasese,Nairobi,Kenya,"('Kasese', 'Nairobi', 'Kenya')",1,,,
4142,Kasgunga,Mbita,Kenya,"('Kasgunga', 'Mbita', 'Kenya')",2,,,
4143,Kasgunga,Mbita (Homa Bay),Kenya,"('Kasgunga', 'Mbita (Homa Bay)', 'Kenya')",1,,,
4144,Kashasha,Minembwe,Congo,"('Kashasha', 'Minembwe', 'Congo')",7,,,
4145,Kasoa,Accra,Ghana,"('Kasoa', 'Accra', 'Ghana')",272,,,
4146,Kasoa,Accra,Ghanaa,"('Kasoa', 'Accra', 'Ghanaa')",1,,,
4147,Kasoa,Accra,Ghanakas,"('Kasoa', 'Accra', 'Ghanakas')",1,,,
4148,Kasoa,Accra,Ghanakasoa,"('Kasoa', 'Accra', 'Ghanakasoa')",1,,,
4149,Kasoa,Amanfrom,Ghana,"('Kasoa', 'Amanfrom', 'Ghana')",7,,,
4150,Kasoa,Cape Coast,Ghana,"('Kasoa', 'Cape Coast', 'Ghana')",4,,,
4151,Kasoa,Kasoa,Ghana,"('Kasoa', 'Kasoa', 'Ghana')",12,,,
4152,Kasoa,Lapaz,Ghana,"('Kasoa', 'Lapaz', 'Ghana')",2,,,
4153,Kasoa,Mallam,Ghana,"('Kasoa', 'Mallam', 'Ghana')",4,,,
4154,Kasoa,NA,Ghana,"('Kasoa', 'NA', 'Ghana')",3,,,
4155,Kasoa ,Accra,Ghana,"('Kasoa ', 'Accra', 'Ghana')",5,,,
4156,Kasoa  Peace Town,Accra,Ghana,"('Kasoa  Peace Town', 'Accra', 'Ghana')",1,,,
4157,Kasoa Galelia,Accra,Ghana,"('Kasoa Galelia', 'Accra', 'Ghana')",2,,,
4158,Kasoa Zongo,Accra,Ghana,"('Kasoa Zongo', 'Accra', 'Ghana')",1,,,
4159,Kasos,Accra,Ghana,"('Kasos', 'Accra', 'Ghana')",1,,,
4160,Kassena,Kaneshie,Ghana,"('Kassena', 'Kaneshie', 'Ghana')",1,,,
4161,Kassena,Paga,Ghana,"('Kassena', 'Paga', 'Ghana')",3,,,
4162,Kassena ,Accra,Ghana,"('Kassena ', 'Accra', 'Ghana')",1,,,
4163,Kasule,Kisumu,Kenya,"('Kasule', 'Kisumu', 'Kenya')",1,,,
4164,Kasuleyile,Tamale,Ghana,"('Kasuleyile', 'Tamale', 'Ghana')",1,,,
4165,Kasulu,Kigoma,Tanzania,"('Kasulu', 'Kigoma', 'Tanzania')",1,,,
4166,Katanga,Katanga,Democratic Republic Of The Congo,"('Katanga', 'Katanga', 'Democratic Republic Of The Congo')",1,,,
4167,Katanga,Uvira,Democratic Republic Of The Congo,"('Katanga', 'Uvira', 'Democratic Republic Of The Congo')",1,,,
4168,Kate Krachi,Dambai,Ghana,"('Kate Krachi', 'Dambai', 'Ghana')",1,,,
4169,Katheka,Machakos,Kenya,"('Katheka', 'Machakos', 'Kenya')",1,,,
4170,Katheka Kai,Machakos,Kenya,"('Katheka Kai', 'Machakos', 'Kenya')",2,,,
4171,Kathiani,Machakos,Kenya,"('Kathiani', 'Machakos', 'Kenya')",8,,,
4172,Kathiani,Nairobi,Kenya,"('Kathiani', 'Nairobi', 'Kenya')",1,,,
4173,Katina,Nairobi,Kenya,"('Katina', 'Nairobi', 'Kenya')",1,,,
4174,Katito,Katito,Kenya,"('Katito', 'Katito', 'Kenya')",2,,,
4175,Katito,Kisumu,Kenya,"('Katito', 'Kisumu', 'Kenya')",2,,,
4176,Katitu,Makueni,Kenya,"('Katitu', 'Makueni', 'Kenya')",4,,,
4177,Katkehong,Germiston,South Africa,"('Katkehong', 'Germiston', 'South Africa')",1,,,
4178,Katlego (Ramkonopi),Germison,South Africa,"('Katlego (Ramkonopi)', 'Germison', 'South Africa')",1,,,
4179,Katlehog,Germiston,South Africa,"('Katlehog', 'Germiston', 'South Africa')",1,,,
4180,Katlehogo,Germison,South Africa,"('Katlehogo', 'Germison', 'South Africa')",3,,,
4181,Katlehogo,Johannesburg,South Africa,"('Katlehogo', 'Johannesburg', 'South Africa')",4,,,
4182,Katlehogo (Zuma),Johannesburg,South Africa,"('Katlehogo (Zuma)', 'Johannesburg', 'South Africa')",1,,,
4183,Katlehogo(Ramkonopi),Germison,South Africa,"('Katlehogo(Ramkonopi)', 'Germison', 'South Africa')",3,,,
4184,Katlehong,-1,-1,"('Katlehong', '-1', '-1')",65,,,
4185,Katlehong,Alberton,SA,"('Katlehong', 'Alberton', 'SA')",1,,,
4186,Katlehong,Alberton,Sa,"('Katlehong', 'Alberton', 'Sa')",4,,,
4187,Katlehong,Alberton,South Africa,"('Katlehong', 'Alberton', 'South Africa')",16,,,
4188,Katlehong,Alberton,Usa,"('Katlehong', 'Alberton', 'Usa')",1,,,
4189,Katlehong,Gauteng,Sa,"('Katlehong', 'Gauteng', 'Sa')",1,,,
4190,Katlehong,Germist,South Africa,"('Katlehong', 'Germist', 'South Africa')",1,,,
4191,Katlehong,Germistn,South Africa,"('Katlehong', 'Germistn', 'South Africa')",1,,,
4192,Katlehong,Germisto,South Africa,"('Katlehong', 'Germisto', 'South Africa')",2,,,
4193,Katlehong,Germiston,Sa,"('Katlehong', 'Germiston', 'Sa')",33,,,
4194,Katlehong,Germiston,South Africa,"('Katlehong', 'Germiston', 'South Africa')",183,,,
4195,Katlehong,Germiston,South Africasis,"('Katlehong', 'Germiston', 'South Africasis')",1,,,
4196,Katlehong,Germiston,Usa,"('Katlehong', 'Germiston', 'Usa')",1,,,
4197,Katlehong,Hamanskraal,South Africa,"('Katlehong', 'Hamanskraal', 'South Africa')",1,,,
4198,Katlehong,Johannesburg,Johannesburg,"('Katlehong', 'Johannesburg', 'Johannesburg')",1,,,
4199,Katlehong,Johannesburg,South Africa,"('Katlehong', 'Johannesburg', 'South Africa')",291,,,
4200,Katlehong,Katlehong,Johannesburg,"('Katlehong', 'Katlehong', 'Johannesburg')",3,,,
4201,Katlehong,Katlehong,Sa,"('Katlehong', 'Katlehong', 'Sa')",3,,,
4202,Katlehong,Katlehong,South Africa,"('Katlehong', 'Katlehong', 'South Africa')",26,,,
4203,Katlehong,germiston,South Africa,"('Katlehong', 'germiston', 'South Africa')",1,,,
4204,Katlehong (Germiston),Katlehong,South Africa,"('Katlehong (Germiston)', 'Katlehong', 'South Africa')",1,,,
4205,Katlehong At A Yard,Johannesburg,South Africa,"('Katlehong At A Yard', 'Johannesburg', 'South Africa')",1,,,
4206,Katlehong At Alrode,-1,-1,"('Katlehong At Alrode', '-1', '-1')",1,,,
4207,Katlehong Buyafuthi Hostel,Johannesburg,South Africa,"('Katlehong Buyafuthi Hostel', 'Johannesburg', 'South Africa')",1,,,
4208,Katlehong Mnisi,Germiston,South,"('Katlehong Mnisi', 'Germiston', 'South')",1,,,
4209,Katlehong Mugade Section,Johannesburg,South Africa,"('Katlehong Mugade Section', 'Johannesburg', 'South Africa')",1,,,
4210,Katlehong Palm Ridge,Katlehong Palm Ridge,South Africa,"('Katlehong Palm Ridge', 'Katlehong Palm Ridge', 'South Africa')",2,,,
4211,Katlehong Sakhile Section,Johannesburg,South Africa,"('Katlehong Sakhile Section', 'Johannesburg', 'South Africa')",1,,,
4212,Katlehong Skhosana,Katlehong Skhosana,South Africa,"('Katlehong Skhosana', 'Katlehong Skhosana', 'South Africa')",2,,,
4213,Katlehong Taxi Rank,Johannesburg,South Africa,"('Katlehong Taxi Rank', 'Johannesburg', 'South Africa')",2,,,
4214,Katlehong(Ramkonopi),Germison,South Africa,"('Katlehong(Ramkonopi)', 'Germison', 'South Africa')",2,,,
4215,Katlehong/ Johannesburg,Johannesburg,South Africa,"('Katlehong/ Johannesburg', 'Johannesburg', 'South Africa')",1,,,
4216,Katlehong/Mavimbela Section,Johannesburg,South Africa,"('Katlehong/Mavimbela Section', 'Johannesburg', 'South Africa')",2,,,
4217,Katlehong~Buyafuthi Hostel,Johannesburg,South Africa,"('Katlehong~Buyafuthi Hostel', 'Johannesburg', 'South Africa')",1,,,
4218,Katlehong~In Mavimbela Section,-1,-1,"('Katlehong~In Mavimbela Section', '-1', '-1')",1,,,
4219,Katlohong,Germiston,South Africa,"('Katlohong', 'Germiston', 'South Africa')",1,,,
4220,Katoi,Goma,Drc,"('Katoi', 'Goma', 'Drc')",1,,,
4221,Katsanga,Katsanga,Democratic Republic Of The Congo,"('Katsanga', 'Katsanga', 'Democratic Republic Of The Congo')",4,,,
4222,Katwe Village,Mbarara,Uganda,"('Katwe Village', 'Mbarara', 'Uganda')",1,,,
4223,Kaunda Street~ Nairobi Cbd,Nairobi,Kenya,"('Kaunda Street~ Nairobi Cbd', 'Nairobi', 'Kenya')",1,,,
4224,Kavum,Changuzo,Burundi,"('Kavum', 'Changuzo', 'Burundi')",2,,,
4225,Kawamgware,Nairobi,Kenya,"('Kawamgware', 'Nairobi', 'Kenya')",1,,,
4226,Kawango,Kisumu,Kenya,"('Kawango', 'Kisumu', 'Kenya')",18,,,
4227,Kawango,Maseno,Kenya,"('Kawango', 'Maseno', 'Kenya')",1,,,
4228,Kawango,Nairobi,Kenya,"('Kawango', 'Nairobi', 'Kenya')",1,,,
4229,Kawango ,Nairobi,Kenya,"('Kawango ', 'Nairobi', 'Kenya')",1,,,
4230,Kawangwae,Nairobi,Kenya,"('Kawangwae', 'Nairobi', 'Kenya')",1,,,
4231,Kawangware,-1,-1,"('Kawangware', '-1', '-1')",43,,,
4232,Kawangware,Kawangware,Kenya,"('Kawangware', 'Kawangware', 'Kenya')",11,,,
4233,Kawangware,Kawangware,Kenyan,"('Kawangware', 'Kawangware', 'Kenyan')",1,,,
4234,Kawangware,Kawangware,Nairobi,"('Kawangware', 'Kawangware', 'Nairobi')",3,,,
4235,Kawangware,Nairobi,Keny,"('Kawangware', 'Nairobi', 'Keny')",1,,,
4236,Kawangware,Nairobi,Kenya,"('Kawangware', 'Nairobi', 'Kenya')",854,,,
4237,Kawangware,Nairobi,Kenyan,"('Kawangware', 'Nairobi', 'Kenyan')",4,,,
4238,Kawangware,Nairobi,Nairobi,"('Kawangware', 'Nairobi', 'Nairobi')",3,,,
4239,Kawangware,Nairobi,Tanzania,"('Kawangware', 'Nairobi', 'Tanzania')",1,,,
4240,Kawangware ,Nairobi,Kenya,"('Kawangware ', 'Nairobi', 'Kenya')",50,,,
4241,Kawangware  Congo,Nairobi,Kenya,"('Kawangware  Congo', 'Nairobi', 'Kenya')",2,,,
4242,Kawangware 46,Nairobi,Kenya,"('Kawangware 46', 'Nairobi', 'Kenya')",5,,,
4243,Kawangware 56,Kawangware 56,Kenya,"('Kawangware 56', 'Kawangware 56', 'Kenya')",1,,,
4244,Kawangware 56,Nairobi,Kenya,"('Kawangware 56', 'Nairobi', 'Kenya')",2,,,
4245,Kawangware And Lavington,Nairobi,Kenya,"('Kawangware And Lavington', 'Nairobi', 'Kenya')",1,,,
4246,Kawangware And Wanyee,Nairobi,Kenya,"('Kawangware And Wanyee', 'Nairobi', 'Kenya')",1,,,
4247,Kawangware Centre,-1,-1,"('Kawangware Centre', '-1', '-1')",1,,,
4248,Kawangware Congo,-1,-1,"('Kawangware Congo', '-1', '-1')",1,,,
4249,Kawangware Congo,Nairobi,Kenya,"('Kawangware Congo', 'Nairobi', 'Kenya')",7,,,
4250,Kawangware Delta,Nairobi,Kenya,"('Kawangware Delta', 'Nairobi', 'Kenya')",1,,,
4251,Kawangware Market,Nairobi,Kenya,"('Kawangware Market', 'Nairobi', 'Kenya')",22,,,
4252,Kawangware Muslim,-1,-1,"('Kawangware Muslim', '-1', '-1')",1,,,
4253,Kawangware Muslim,Nairobi,Kenya,"('Kawangware Muslim', 'Nairobi', 'Kenya')",9,,,
4254,Kawangware Muslim ,Nairobi,Kenya,"('Kawangware Muslim ', 'Nairobi', 'Kenya')",1,,,
4255,Kawangware Muslim Area,Nairobi,Kenya,"('Kawangware Muslim Area', 'Nairobi', 'Kenya')",1,,,
4256,Kawangware Muslim Market,Nairobi,Kenya,"('Kawangware Muslim Market', 'Nairobi', 'Kenya')",1,,,
4257,Kawangware Primary,Nairobi,Kenya,"('Kawangware Primary', 'Nairobi', 'Kenya')",3,,,
4258,Kawangware Primary ,Nairobi,Kenya,"('Kawangware Primary ', 'Nairobi', 'Kenya')",1,,,
4259,Kawangware Primary School,Nairobi,Kenya,"('Kawangware Primary School', 'Nairobi', 'Kenya')",1,,,
4260,Kawangware Statelite,Nairobi,Kenya,"('Kawangware Statelite', 'Nairobi', 'Kenya')",1,,,
4261,Kawangware-Coast,Nairobi,Kenya,"('Kawangware-Coast', 'Nairobi', 'Kenya')",1,,,
4262,Kawangware.,Nairobi,Kenya,"('Kawangware.', 'Nairobi', 'Kenya')",1,,,
4263,Kawangware. Kileleshwa,Nairobi,Kenya,"('Kawangware. Kileleshwa', 'Nairobi', 'Kenya')",1,,,
4264,Kawangware: Congo,Nairobi,Kenya,"('Kawangware: Congo', 'Nairobi', 'Kenya')",1,,,
4265,Kawangwarw,Nairobi,Kenya,"('Kawangwarw', 'Nairobi', 'Kenya')",2,,,
4266,Kawino,Kisumu,Kenya,"('Kawino', 'Kisumu', 'Kenya')",1,,,
4267,Kaya Centre,Johannesburg,South Africa,"('Kaya Centre', 'Johannesburg', 'South Africa')",1,,,
4268,Kaya Centre,Kaya Centre,Johannesburg,"('Kaya Centre', 'Kaya Centre', 'Johannesburg')",1,,,
4269,Kayalami,Fourways,South Africa,"('Kayalami', 'Fourways', 'South Africa')",1,,,
4270,Kayalami Plot,Johannesburg,South Africa,"('Kayalami Plot', 'Johannesburg', 'South Africa')",2,,,
4271,Kayeleka,Embangwani,Malawi,"('Kayeleka', 'Embangwani', 'Malawi')",1,,,
4272,Kayes,Harare,South Africa,"('Kayes', 'Harare', 'South Africa')",2,,,
4273,Kayes,Harare,Zimbabwe,"('Kayes', 'Harare', 'Zimbabwe')",7,,,
4274,Kayes,Kayes,Zimbabwe,"('Kayes', 'Kayes', 'Zimbabwe')",1,,,
4275,Kayil Kayole,Nairobi,Kenya,"('Kayil Kayole', 'Nairobi', 'Kenya')",1,,,
4276,Kayole,-1,-1,"('Kayole', '-1', '-1')",30,,,
4277,Kayole,5,Kenya,"('Kayole', '5', 'Kenya')",1,,,
4278,Kayole,Johannesburg,South Africa,"('Kayole', 'Johannesburg', 'South Africa')",1,,,
4279,Kayole,Kayole,Kenya,"('Kayole', 'Kayole', 'Kenya')",6,,,
4280,Kayole,Kenya,Kenya,"('Kayole', 'Kenya', 'Kenya')",1,,,
4281,Kayole,Nairobi,Kenya,"('Kayole', 'Nairobi', 'Kenya')",767,,,
4282,Kayole,Nairobi,Nairobi,"('Kayole', 'Nairobi', 'Nairobi')",2,,,
4283,Kayole,nairobi,Kenya,"('Kayole', 'nairobi', 'Kenya')",1,,,
4284,Kayole ,Nairobi,Kenya,"('Kayole ', 'Nairobi', 'Kenya')",24,,,
4285,Kayole ( Chief Center),Nairobi,Kenya,"('Kayole ( Chief Center)', 'Nairobi', 'Kenya')",1,,,
4286,Kayole 1,-1,-1,"('Kayole 1', '-1', '-1')",1,,,
4287,Kayole 1,Nairobi,Kenya,"('Kayole 1', 'Nairobi', 'Kenya')",6,,,
4288,Kayole 2,Nairobi,Kenya,"('Kayole 2', 'Nairobi', 'Kenya')",4,,,
4289,Kayole D.O,-1,-1,"('Kayole D.O', '-1', '-1')",1,,,
4290,Kayole Hospital.,-1,-1,"('Kayole Hospital.', '-1', '-1')",1,,,
4291,Kayole Junction,Nairobi,Kenya,"('Kayole Junction', 'Nairobi', 'Kenya')",2,,,
4292,Kayole Junction ,Nairobi,Kenya,"('Kayole Junction ', 'Nairobi', 'Kenya')",2,,,
4293,Kayole Market,Nairobi,Kenya,"('Kayole Market', 'Nairobi', 'Kenya')",1,,,
4294,Kayole Market In Soweto,Nairobi,Kenya,"('Kayole Market In Soweto', 'Nairobi', 'Kenya')",2,,,
4295,Kayole Masimba,Nairobi,Kenya,"('Kayole Masimba', 'Nairobi', 'Kenya')",1,,,
4296,Kayole Patanisho,Nairobi,Kenya,"('Kayole Patanisho', 'Nairobi', 'Kenya')",1,,,
