,Unnamed: 0,city_8,location,num_moves,dist,azimuth,lat,lon,location_pair,location_pair_id,locations,country,loc2,loc1,Q100_1,Q100_1_URX,Q100_1_URUN,Q100_1_URACMS,Q100_1_URXc,Non-Urban City,Non-Urban Town,Non-Urban Village,Unclassified City,Unclassified Town,Unclassified Village,Urban City,Urban Town,Urban Village
336,336,Johannesburg,"('Luanda', 'Luanda', 'Angola')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Luanda', 'Luanda', 'Angola'))",168,Johannesburg,Angola,Luanda,Luanda,"('Luanda', 'Luanda', 'Angola')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
337,337,Johannesburg,"('Luanda', 'Luanda', 'Angola')",1,2435.220939804224,2.247809473146649,13.243951199999998,-8.827269900000001,"('Johannesburg', ('Luanda', 'Luanda', 'Angola'))",168,"('Luanda', 'Luanda', 'Angola')",Angola,Luanda,Luanda,"('Luanda', 'Luanda', 'Angola')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
338,338,Johannesburg,"('Lubango', 'Benguela', 'Angola')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Lubango', 'Benguela', 'Angola'))",169,Johannesburg,Angola,Benguela,Lubango,"('Lubango', 'Benguela', 'Angola')",Non-Urban City,Non-Urban,City,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,339,Johannesburg,"('Lubango', 'Benguela', 'Angola')",1,1991.0667891948176,2.474708991491352,13.4896316,-14.9191779,"('Johannesburg', ('Lubango', 'Benguela', 'Angola'))",169,"('Lubango', 'Benguela', 'Angola')",Angola,Benguela,Lubango,"('Lubango', 'Benguela', 'Angola')",Non-Urban City,Non-Urban,City,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,340,Johannesburg,"('Madadeni', 'Emadadeni', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Madadeni', 'Emadadeni', 'South Africa'))",170,Johannesburg,South Africa,Emadadeni,Madadeni,"('Madadeni', 'Emadadeni', 'South Africa')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
341,341,Johannesburg,"('Madadeni', 'Emadadeni', 'South Africa')",1,415.9024734298292,0.0843499016563843,31.7913889,-25.8125,"('Johannesburg', ('Madadeni', 'Emadadeni', 'South Africa'))",170,"('Madadeni', 'Emadadeni', 'South Africa')",South Africa,Emadadeni,Madadeni,"('Madadeni', 'Emadadeni', 'South Africa')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
342,342,Johannesburg,"('Mafeteng', 'Mafeteng', 'Lesotho')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Mafeteng', 'Mafeteng', 'Lesotho'))",171,Johannesburg,Lesotho,Mafeteng,Mafeteng,"('Mafeteng', 'Mafeteng', 'Lesotho')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
343,343,Johannesburg,"('Mafeteng', 'Mafeteng', 'Lesotho')",1,393.4780395262897,-1.7740462861063195,27.238828100000003,-29.8224468,"('Johannesburg', ('Mafeteng', 'Mafeteng', 'Lesotho'))",171,"('Mafeteng', 'Mafeteng', 'Lesotho')",Lesotho,Mafeteng,Mafeteng,"('Mafeteng', 'Mafeteng', 'Lesotho')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
344,344,Johannesburg,"('Mafikeng', 'Mafikeng', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Mafikeng', 'Mafikeng', 'South Africa'))",172,Johannesburg,South Africa,Mafikeng,Mafikeng,"('Mafikeng', 'Mafikeng', 'South Africa')",Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
345,345,Johannesburg,"('Mafikeng', 'Mafikeng', 'South Africa')",1,267.2206050967428,3.0215552559172747,25.658611,-25.863611,"('Johannesburg', ('Mafikeng', 'Mafikeng', 'South Africa'))",172,"('Mafikeng', 'Mafikeng', 'South Africa')",South Africa,Mafikeng,Mafikeng,"('Mafikeng', 'Mafikeng', 'South Africa')",Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
346,346,Johannesburg,"('Makiso', 'Kisangani', 'Democratic Republic of the Congo')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Makiso', 'Kisangani', 'Democratic Republic of the Congo'))",173,Johannesburg,Democratic Republic of the Congo,Kisangani,Makiso,"('Makiso', 'Kisangani', 'Democratic Republic of the Congo')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
347,347,Johannesburg,"('Makiso', 'Kisangani', 'Democratic Republic of the Congo')",1,2672.347517754225,1.581195829077778,25.1950404,0.5183677,"('Johannesburg', ('Makiso', 'Kisangani', 'Democratic Republic of the Congo'))",173,"('Makiso', 'Kisangani', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Kisangani,Makiso,"('Makiso', 'Kisangani', 'Democratic Republic of the Congo')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
348,348,Johannesburg,"('Malvern', 'East London', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Malvern', 'East London', 'South Africa'))",174,Johannesburg,South Africa,East London,Malvern,"('Malvern', 'East London', 'South Africa')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
349,349,Johannesburg,"('Malvern', 'East London', 'South Africa')",1,5.707028501467533,-0.3363362448744514,28.1019444,-26.2013889,"('Johannesburg', ('Malvern', 'East London', 'South Africa'))",174,"('Malvern', 'East London', 'South Africa')",South Africa,East London,Malvern,"('Malvern', 'East London', 'South Africa')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
350,350,Johannesburg,"('Mamelodi', 'Kwamhlanga', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Mamelodi', 'Kwamhlanga', 'South Africa'))",175,Johannesburg,South Africa,Kwamhlanga,Mamelodi,"('Mamelodi', 'Kwamhlanga', 'South Africa')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
351,351,Johannesburg,"('Mamelodi', 'Kwamhlanga', 'South Africa')",1,46.149091027517976,0.4745509899001634,28.3808295,-25.715805300000003,"('Johannesburg', ('Mamelodi', 'Kwamhlanga', 'South Africa'))",175,"('Mamelodi', 'Kwamhlanga', 'South Africa')",South Africa,Kwamhlanga,Mamelodi,"('Mamelodi', 'Kwamhlanga', 'South Africa')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
352,352,Johannesburg,"('Mamelodi', 'Tshwane', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Mamelodi', 'Tshwane', 'South Africa'))",176,Johannesburg,South Africa,Tshwane,Mamelodi,"('Mamelodi', 'Tshwane', 'South Africa')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
353,353,Johannesburg,"('Mamelodi', 'Tshwane', 'South Africa')",1,58.4255806980917,0.8986008570395145,28.3808295,-25.715805300000003,"('Johannesburg', ('Mamelodi', 'Tshwane', 'South Africa'))",176,"('Mamelodi', 'Tshwane', 'South Africa')",South Africa,Tshwane,Mamelodi,"('Mamelodi', 'Tshwane', 'South Africa')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
354,354,Johannesburg,"('Mannies', 'Welkom', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Mannies', 'Welkom', 'South Africa'))",177,Johannesburg,South Africa,Welkom,Mannies,"('Mannies', 'Welkom', 'South Africa')",Non-Urban City,Non-Urban,City,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,355,Johannesburg,"('Mannies', 'Welkom', 'South Africa')",1,230.0839607860314,-2.24954447731562,26.737969,-27.982298,"('Johannesburg', ('Mannies', 'Welkom', 'South Africa'))",177,"('Mannies', 'Welkom', 'South Africa')",South Africa,Welkom,Mannies,"('Mannies', 'Welkom', 'South Africa')",Non-Urban City,Non-Urban,City,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,356,Johannesburg,"('Mbuji-Mayi', 'Mbuji-Mayi', 'Democratic Republic of the Congo')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Mbuji-Mayi', 'Mbuji-Mayi', 'Democratic Republic of the Congo'))",178,Johannesburg,Democratic Republic of the Congo,Mbuji-Mayi,Mbuji-Mayi,"('Mbuji-Mayi', 'Mbuji-Mayi', 'Democratic Republic of the Congo')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
357,357,Johannesburg,"('Mbuji-Mayi', 'Mbuji-Mayi', 'Democratic Republic of the Congo')",1,2067.8246740523987,1.7320120690741256,23.5998111,-6.1258942,"('Johannesburg', ('Mbuji-Mayi', 'Mbuji-Mayi', 'Democratic Republic of the Congo'))",178,"('Mbuji-Mayi', 'Mbuji-Mayi', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Mbuji-Mayi,Mbuji-Mayi,"('Mbuji-Mayi', 'Mbuji-Mayi', 'Democratic Republic of the Congo')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
358,358,Johannesburg,"('Mokopane', 'Mokopane', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Mokopane', 'Mokopane', 'South Africa'))",179,Johannesburg,South Africa,Mokopane,Mokopane,"('Mokopane', 'Mokopane', 'South Africa')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
359,359,Johannesburg,"('Mokopane', 'Mokopane', 'South Africa')",1,222.86558801929624,1.0629486886340953,29.016667,-24.183333,"('Johannesburg', ('Mokopane', 'Mokopane', 'South Africa'))",179,"('Mokopane', 'Mokopane', 'South Africa')",South Africa,Mokopane,Mokopane,"('Mokopane', 'Mokopane', 'South Africa')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
360,360,Johannesburg,"('Mondlo', 'Mondlo', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Mondlo', 'Mondlo', 'South Africa'))",180,Johannesburg,South Africa,Mondlo,Mondlo,"('Mondlo', 'Mondlo', 'South Africa')",Non-Urban City,Non-Urban,City,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,361,Johannesburg,"('Mondlo', 'Mondlo', 'South Africa')",1,325.18521315363074,-0.49745481677465,30.719688399999995,-27.958203,"('Johannesburg', ('Mondlo', 'Mondlo', 'South Africa'))",180,"('Mondlo', 'Mondlo', 'South Africa')",South Africa,Mondlo,Mondlo,"('Mondlo', 'Mondlo', 'South Africa')",Non-Urban City,Non-Urban,City,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,362,Johannesburg,"('Morogoro', 'Morogoro', 'Tanzania')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Morogoro', 'Morogoro', 'Tanzania'))",181,Johannesburg,Tanzania,Morogoro,Morogoro,"('Morogoro', 'Morogoro', 'Tanzania')",Non-Urban City,Non-Urban,City,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,363,Johannesburg,"('Morogoro', 'Morogoro', 'Tanzania')",1,2097.592636620122,0.9267140281391548,38.0796597056401,-7.0536105,"('Johannesburg', ('Morogoro', 'Morogoro', 'Tanzania'))",181,"('Morogoro', 'Morogoro', 'Tanzania')",Tanzania,Morogoro,Morogoro,"('Morogoro', 'Morogoro', 'Tanzania')",Non-Urban City,Non-Urban,City,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,364,Johannesburg,"('Mozambique', 'Mozambique', 'Mozambique')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Mozambique', 'Mozambique', 'Mozambique'))",182,Johannesburg,Mozambique,Mozambique,Mozambique,"('Mozambique', 'Mozambique', 'Mozambique')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
365,365,Johannesburg,"('Mozambique', 'Mozambique', 'Mozambique')",1,1003.8241033829984,0.6965756964706571,34.9144977,-19.302233,"('Johannesburg', ('Mozambique', 'Mozambique', 'Mozambique'))",182,"('Mozambique', 'Mozambique', 'Mozambique')",Mozambique,Mozambique,Mozambique,"('Mozambique', 'Mozambique', 'Mozambique')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
366,366,Johannesburg,"('Mulanje', 'Mulanje', 'Malawi')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Mulanje', 'Mulanje', 'Malawi'))",183,Johannesburg,Malawi,Mulanje,Mulanje,"('Mulanje', 'Mulanje', 'Malawi')",Non-Urban Town,Non-Urban,Town,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,367,Johannesburg,"('Mulanje', 'Mulanje', 'Malawi')",1,1277.4661263193263,0.8184698496384031,35.54125499990176,-15.91088,"('Johannesburg', ('Mulanje', 'Mulanje', 'Malawi'))",183,"('Mulanje', 'Mulanje', 'Malawi')",Malawi,Mulanje,Mulanje,"('Mulanje', 'Mulanje', 'Malawi')",Non-Urban Town,Non-Urban,Town,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,368,Johannesburg,"('Mzilikazi', 'Mzilikazi', 'Zimbabwe')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Mzilikazi', 'Mzilikazi', 'Zimbabwe'))",184,Johannesburg,Zimbabwe,Mzilikazi,Mzilikazi,"('Mzilikazi', 'Mzilikazi', 'Zimbabwe')",Urban Town,Urban,Town,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
369,369,Johannesburg,"('Mzilikazi', 'Mzilikazi', 'Zimbabwe')",1,596.5073754717777,1.4501514627460392,28.5674755,-20.1274268,"('Johannesburg', ('Mzilikazi', 'Mzilikazi', 'Zimbabwe'))",184,"('Mzilikazi', 'Mzilikazi', 'Zimbabwe')",Zimbabwe,Mzilikazi,Mzilikazi,"('Mzilikazi', 'Mzilikazi', 'Zimbabwe')",Urban Town,Urban,Town,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
370,370,Johannesburg,"('Mzuzu', 'Mzuzu', 'Malawi')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Mzuzu', 'Mzuzu', 'Malawi'))",185,Johannesburg,Malawi,Mzuzu,Mzuzu,"('Mzuzu', 'Mzuzu', 'Malawi')",Urban Village,Urban,Village,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
371,371,Johannesburg,"('Mzuzu', 'Mzuzu', 'Malawi')",1,1532.0254962713195,1.0581722548351171,34.0226422,-11.4607518,"('Johannesburg', ('Mzuzu', 'Mzuzu', 'Malawi'))",185,"('Mzuzu', 'Mzuzu', 'Malawi')",Malawi,Mzuzu,Mzuzu,"('Mzuzu', 'Mzuzu', 'Malawi')",Urban Village,Urban,Village,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
372,372,Johannesburg,"('Nancefield', 'Nancefield', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Nancefield', 'Nancefield', 'South Africa'))",186,Johannesburg,South Africa,Nancefield,Nancefield,"('Nancefield', 'Nancefield', 'South Africa')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
373,373,Johannesburg,"('Nancefield', 'Nancefield', 'South Africa')",1,19.567409462089625,-2.47047928478455,27.915,-26.3058333,"('Johannesburg', ('Nancefield', 'Nancefield', 'South Africa'))",186,"('Nancefield', 'Nancefield', 'South Africa')",South Africa,Nancefield,Nancefield,"('Nancefield', 'Nancefield', 'South Africa')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
374,374,Johannesburg,"('New Castle', 'Madadeni', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('New Castle', 'Madadeni', 'South Africa'))",187,Johannesburg,South Africa,Madadeni,New Castle,"('New Castle', 'Madadeni', 'South Africa')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
375,375,Johannesburg,"('New Castle', 'Madadeni', 'South Africa')",1,406.7126237026965,0.1229001497773007,31.7913889,-25.8125,"('Johannesburg', ('New Castle', 'Madadeni', 'South Africa'))",187,"('New Castle', 'Madadeni', 'South Africa')",South Africa,Madadeni,New Castle,"('New Castle', 'Madadeni', 'South Africa')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
376,376,Johannesburg,"('Nkandla', 'Nkandla', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Nkandla', 'Nkandla', 'South Africa'))",188,Johannesburg,South Africa,Nkandla,Nkandla,"('Nkandla', 'Nkandla', 'South Africa')",Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
377,377,Johannesburg,"('Nkandla', 'Nkandla', 'South Africa')",1,393.6509953436393,-0.5861684643750061,31.090556,-28.62,"('Johannesburg', ('Nkandla', 'Nkandla', 'South Africa'))",188,"('Nkandla', 'Nkandla', 'South Africa')",South Africa,Nkandla,Nkandla,"('Nkandla', 'Nkandla', 'South Africa')",Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
378,378,Johannesburg,"('Nomlatu', 'Bizana', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Nomlatu', 'Bizana', 'South Africa'))",189,Johannesburg,South Africa,Bizana,Nomlatu,"('Nomlatu', 'Bizana', 'South Africa')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
379,379,Johannesburg,"('Nomlatu', 'Bizana', 'South Africa')",1,479.10017890972426,-1.147170305641691,29.853266100000003,-30.8589668,"('Johannesburg', ('Nomlatu', 'Bizana', 'South Africa'))",189,"('Nomlatu', 'Bizana', 'South Africa')",South Africa,Bizana,Nomlatu,"('Nomlatu', 'Bizana', 'South Africa')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
380,380,Johannesburg,"('Nqutu', 'KwaZulu-Natal', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Nqutu', 'KwaZulu-Natal', 'South Africa'))",190,Johannesburg,South Africa,KwaZulu-Natal,Nqutu,"('Nqutu', 'KwaZulu-Natal', 'South Africa')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
381,381,Johannesburg,"('Nqutu', 'KwaZulu-Natal', 'South Africa')",1,369.2772484234719,-0.6351809556398216,30.6733333,-28.2166667,"('Johannesburg', ('Nqutu', 'KwaZulu-Natal', 'South Africa'))",190,"('Nqutu', 'KwaZulu-Natal', 'South Africa')",South Africa,KwaZulu-Natal,Nqutu,"('Nqutu', 'KwaZulu-Natal', 'South Africa')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
382,382,Johannesburg,"('Nyembani', 'Maputo', 'Mozambique')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Nyembani', 'Maputo', 'Mozambique'))",191,Johannesburg,Mozambique,Maputo,Nyembani,"('Nyembani', 'Maputo', 'Mozambique')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
383,383,Johannesburg,"('Nyembani', 'Maputo', 'Mozambique')",1,490.8959287763992,0.0713690219412078,32.56745,-25.966213,"('Johannesburg', ('Nyembani', 'Maputo', 'Mozambique'))",191,"('Nyembani', 'Maputo', 'Mozambique')",Mozambique,Maputo,Nyembani,"('Nyembani', 'Maputo', 'Mozambique')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
384,384,Johannesburg,"('Paris', 'Paris', 'France')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Paris', 'Paris', 'France'))",192,Johannesburg,France,Paris,Paris,"('Paris', 'Paris', 'France')",Unclassified Town,Unclassified,Town,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
385,385,Johannesburg,"('Paris', 'Paris', 'France')",1,8441.67187403572,1.6561581831029684,2.3200410217200766,48.858889700000006,"('Johannesburg', ('Paris', 'Paris', 'France'))",192,"('Paris', 'Paris', 'France')",France,Paris,Paris,"('Paris', 'Paris', 'France')",Unclassified Town,Unclassified,Town,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
386,386,Johannesburg,"('Piet Retief', 'Piet Retief', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Piet Retief', 'Piet Retief', 'South Africa'))",193,Johannesburg,South Africa,Piet Retief,Piet Retief,"('Piet Retief', 'Piet Retief', 'South Africa')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
387,387,Johannesburg,"('Piet Retief', 'Piet Retief', 'South Africa')",1,327.1465819572353,-0.3202283139806912,30.807778000000003,-27.006667,"('Johannesburg', ('Piet Retief', 'Piet Retief', 'South Africa'))",193,"('Piet Retief', 'Piet Retief', 'South Africa')",South Africa,Piet Retief,Piet Retief,"('Piet Retief', 'Piet Retief', 'South Africa')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
388,388,Johannesburg,"('Pietersburg', 'Pietersburg', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Pietersburg', 'Pietersburg', 'South Africa'))",194,Johannesburg,South Africa,Pietersburg,Pietersburg,"('Pietersburg', 'Pietersburg', 'South Africa')",Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
389,389,Johannesburg,"('Pietersburg', 'Pietersburg', 'South Africa')",1,271.61737852856874,0.9492885069600524,29.4613889,-23.9058333,"('Johannesburg', ('Pietersburg', 'Pietersburg', 'South Africa'))",194,"('Pietersburg', 'Pietersburg', 'South Africa')",South Africa,Pietersburg,Pietersburg,"('Pietersburg', 'Pietersburg', 'South Africa')",Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
390,390,Johannesburg,"('Plateau', 'Plateau', ""Côte d'Ivoire"")",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Plateau', 'Plateau', ""Côte d'Ivoire""))",195,Johannesburg,Ivory Coast,Plateau,Plateau,"('Plateau', 'Plateau', ""Côte d'Ivoire"")",Unclassified Town,Unclassified,Town,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
391,391,Johannesburg,"('Plateau', 'Plateau', ""Côte d'Ivoire"")",1,5103.449612991117,2.266602353565936,-4.675727200000001,7.3445792,"('Johannesburg', ('Plateau', 'Plateau', ""Côte d'Ivoire""))",195,"('Plateau', 'Plateau', ""Côte d'Ivoire"")",Ivory Coast,Plateau,Plateau,"('Plateau', 'Plateau', ""Côte d'Ivoire"")",Unclassified Town,Unclassified,Town,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
392,392,Johannesburg,"('Plumtree', 'Plamtry', 'Zimbabwe')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Plumtree', 'Plamtry', 'Zimbabwe'))",196,Johannesburg,Zimbabwe,Plamtry,Plumtree,"('Plumtree', 'Plamtry', 'Zimbabwe')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
393,393,Johannesburg,"('Plumtree', 'Plamtry', 'Zimbabwe')",1,536.262289044858,1.590889450404897,27.805601,-20.4880677,"('Johannesburg', ('Plumtree', 'Plamtry', 'Zimbabwe'))",196,"('Plumtree', 'Plamtry', 'Zimbabwe')",Zimbabwe,Plamtry,Plumtree,"('Plumtree', 'Plamtry', 'Zimbabwe')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
394,394,Johannesburg,"('Port Elizabeth', 'Port Elizabeth', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Port Elizabeth', 'Port Elizabeth', 'South Africa'))",197,Johannesburg,South Africa,Port Elizabeth,Port Elizabeth,"('Port Elizabeth', 'Port Elizabeth', 'South Africa')",Urban Town,Urban,Town,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
395,395,Johannesburg,"('Port Elizabeth', 'Port Elizabeth', 'South Africa')",1,840.9299110342554,-1.8588667470446845,25.6207519,-33.9617051,"('Johannesburg', ('Port Elizabeth', 'Port Elizabeth', 'South Africa'))",197,"('Port Elizabeth', 'Port Elizabeth', 'South Africa')",South Africa,Port Elizabeth,Port Elizabeth,"('Port Elizabeth', 'Port Elizabeth', 'South Africa')",Urban Town,Urban,Town,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
396,396,Johannesburg,"('Qwaqwa', 'Qwaqwa', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Qwaqwa', 'Qwaqwa', 'South Africa'))",198,Johannesburg,South Africa,Qwaqwa,Qwaqwa,"('Qwaqwa', 'Qwaqwa', 'South Africa')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
397,397,Johannesburg,"('Qwaqwa', 'Qwaqwa', 'South Africa')",1,270.0659701744968,-1.2272485609130388,28.8066789,-28.5359227,"('Johannesburg', ('Qwaqwa', 'Qwaqwa', 'South Africa'))",198,"('Qwaqwa', 'Qwaqwa', 'South Africa')",South Africa,Qwaqwa,Qwaqwa,"('Qwaqwa', 'Qwaqwa', 'South Africa')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
398,398,Johannesburg,"('Randfontein', 'Randfontein', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Randfontein', 'Randfontein', 'South Africa'))",199,Johannesburg,South Africa,Randfontein,Randfontein,"('Randfontein', 'Randfontein', 'South Africa')",Urban Town,Urban,Town,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
399,399,Johannesburg,"('Randfontein', 'Randfontein', 'South Africa')",1,39.81091515081241,3.12025521314259,27.694167,-26.173611,"('Johannesburg', ('Randfontein', 'Randfontein', 'South Africa'))",199,"('Randfontein', 'Randfontein', 'South Africa')",South Africa,Randfontein,Randfontein,"('Randfontein', 'Randfontein', 'South Africa')",Urban Town,Urban,Town,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
