Unnamed: 0.1,Unnamed: 0,city_8,location,num_moves,dist,azimuth,lat,lon,location_pair,level,location_pair_id,locations,country,loc2,loc1,URUN,ID,neighborhood_9
31,31,Nairobi,"('Kasarani', 'Nairobi', 'Kenya')",3,17.376444033583642,0.2998680691897761,36.9012224,-1.2208721000000002,"('Nairobi', ('Kasarani', 'Nairobi', 'Kenya'))",1,15,"('Kasarani', 'Nairobi', 'Kenya')",Kenya,Nairobi,Kasarani,Urban,32,Kawangware
32,32,Nairobi,"('Kericho', 'Kericho', 'Kenya')",3,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kericho', 'Kericho', 'Kenya'))",1,16,Nairobi,Kenya,Kericho,Kericho,Urban,7,Kawangware
33,33,Nairobi,"('Kericho', 'Kericho', 'Kenya')",3,182.48463065657063,2.6696406100243624,35.2833,-0.3666,"('Nairobi', ('Kericho', 'Kericho', 'Kenya'))",1,16,"('Kericho', 'Kericho', 'Kenya')",Kenya,Kericho,Kericho,Urban,7,Kawangware
34,34,Nairobi,"('Kiambu', 'Kiambu', 'Kenya')",3,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kiambu', 'Kiambu', 'Kenya'))",1,17,Nairobi,Kenya,Kiambu,Kiambu,Urban,21,Kayole
35,35,Nairobi,"('Kiambu', 'Kiambu', 'Kenya')",3,33.241730762128135,1.354686081478136,36.81568670212906,-1.03207695,"('Nairobi', ('Kiambu', 'Kiambu', 'Kenya'))",1,17,"('Kiambu', 'Kiambu', 'Kenya')",Kenya,Kiambu,Kiambu,Urban,21,Kayole
36,36,Nairobi,"('Kitui', 'Kitui', 'Kenya')",3,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kitui', 'Kitui', 'Kenya'))",1,18,Nairobi,Kenya,Kitui,Kitui,Non-Urban,25,Kawangware
37,37,Nairobi,"('Kitui', 'Kitui', 'Kenya')",3,181.69299771032112,-0.1378914368679044,38.372811654368775,-1.56422195,"('Nairobi', ('Kitui', 'Kitui', 'Kenya'))",1,18,"('Kitui', 'Kitui', 'Kenya')",Kenya,Kitui,Kitui,Non-Urban,25,Kawangware
38,38,Nairobi,"('Mathare', 'Nairobi', 'Kenya')",3,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Mathare', 'Nairobi', 'Kenya'))",1,19,Nairobi,Kenya,Nairobi,Mathare,Urban,8,Kawangware
39,39,Nairobi,"('Mathare', 'Nairobi', 'Kenya')",3,11.321495514295965,0.1082312747451063,36.853064670201896,-1.26475025,"('Nairobi', ('Mathare', 'Nairobi', 'Kenya'))",1,19,"('Mathare', 'Nairobi', 'Kenya')",Kenya,Nairobi,Mathare,Urban,8,Kawangware
40,40,Nairobi,"('Minembwe', 'Minembwe', 'Democratic Republic of the Congo')",3,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Minembwe', 'Minembwe', 'Democratic Republic of the Congo'))",1,20,Nairobi,Democratic Republic of the Congo,Minembwe,Minembwe,Non-Urban,29,Kayole
41,41,Nairobi,"('Minembwe', 'Minembwe', 'Democratic Republic of the Congo')",3,941.5691652102628,-2.860121255597132,28.7300599,-3.9344201,"('Nairobi', ('Minembwe', 'Minembwe', 'Democratic Republic of the Congo'))",1,20,"('Minembwe', 'Minembwe', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Minembwe,Minembwe,Non-Urban,29,Kayole
42,42,Nairobi,"('Umoja', 'Nairobi', 'Kenya')",3,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Umoja', 'Nairobi', 'Kenya'))",1,21,Nairobi,Kenya,Nairobi,Umoja,Urban,37,Kawangware
43,43,Nairobi,"('Umoja', 'Nairobi', 'Kenya')",3,94.91145119023108,0.8275371039473393,37.3277619,-0.4900026,"('Nairobi', ('Umoja', 'Nairobi', 'Kenya'))",1,21,"('Umoja', 'Nairobi', 'Kenya')",Kenya,Nairobi,Umoja,Urban,37,Kawangware
44,44,Nairobi,"('Arusha', 'Arusha', 'Tanzania')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Arusha', 'Arusha', 'Tanzania'))",1,22,Nairobi,Tanzania,Arusha,Arusha,Non-Urban,12,Kayole
45,45,Nairobi,"('Arusha', 'Arusha', 'Tanzania')",2,201.75927034656948,-1.623103567184356,36.8004200748534,-3.52386665,"('Nairobi', ('Arusha', 'Arusha', 'Tanzania'))",1,22,"('Arusha', 'Arusha', 'Tanzania')",Tanzania,Arusha,Arusha,Non-Urban,12,Kayole
46,46,Nairobi,"('Bondeni', 'Nakuru', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Bondeni', 'Nakuru', 'Kenya'))",1,23,Nairobi,Kenya,Nakuru,Bondeni,Urban,13,Kawangware
47,47,Nairobi,"('Bondeni', 'Nakuru', 'Kenya')",2,115.34258885742528,2.264451572586436,36.082991,-0.2937962,"('Nairobi', ('Bondeni', 'Nakuru', 'Kenya'))",1,23,"('Bondeni', 'Nakuru', 'Kenya')",Kenya,Nakuru,Bondeni,Urban,13,Kawangware
48,48,Nairobi,"('Githurai', 'Nairobi', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Githurai', 'Nairobi', 'Kenya'))",1,24,Nairobi,Kenya,Nairobi,Githurai,Urban,22,Kayole
49,49,Nairobi,"('Githurai', 'Nairobi', 'Kenya')",2,5.627045270233516,1.5721219630762306,36.9168615,-1.202836,"('Nairobi', ('Githurai', 'Nairobi', 'Kenya'))",1,24,"('Githurai', 'Nairobi', 'Kenya')",Kenya,Nairobi,Githurai,Urban,22,Kayole
50,50,Nairobi,"('Kabiria', 'Nairobi', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kabiria', 'Nairobi', 'Kenya'))",1,25,Nairobi,Kenya,Nairobi,Kabiria,Urban,5,Kawangware
51,51,Nairobi,"('Kabiria', 'Nairobi', 'Kenya')",2,3.0998559018159475,-2.764282077647708,36.7256737,-1.2912477,"('Nairobi', ('Kabiria', 'Nairobi', 'Kenya'))",1,25,"('Kabiria', 'Nairobi', 'Kenya')",Kenya,Nairobi,Kabiria,Urban,5,Kawangware
52,52,Nairobi,"('Kimbo', 'Kiambu', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kimbo', 'Kiambu', 'Kenya'))",1,26,Nairobi,Kenya,Kiambu,Kimbo,Urban,3,Kawangware
53,53,Nairobi,"('Kimbo', 'Kiambu', 'Kenya')",2,1.9925875782552451,-1.5962788374100405,36.75118340488738,-1.30076905,"('Nairobi', ('Kimbo', 'Kiambu', 'Kenya'))",1,26,"('Kimbo', 'Kiambu', 'Kenya')",Kenya,Kiambu,Kimbo,Urban,3,Kawangware
54,54,Nairobi,"('Kitale', 'Kitale', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kitale', 'Kitale', 'Kenya'))",1,27,Nairobi,Kenya,Kitale,Kitale,Urban,13,Kawangware
55,55,Nairobi,"('Kitale', 'Kitale', 'Kenya')",2,284.1893777695408,2.311867853982756,35.000236,1.018076,"('Nairobi', ('Kitale', 'Kitale', 'Kenya'))",1,27,"('Kitale', 'Kitale', 'Kenya')",Kenya,Kitale,Kitale,Urban,13,Kawangware
56,56,Nairobi,"('Kitengela', 'Nairobi', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kitengela', 'Nairobi', 'Kenya'))",1,28,Nairobi,Kenya,Nairobi,Kitengela,Urban,22,Kawangware
57,57,Nairobi,"('Kitengela', 'Nairobi', 'Kenya')",2,24.02364293469836,-0.295656707200197,36.95907,-1.474564,"('Nairobi', ('Kitengela', 'Nairobi', 'Kenya'))",1,28,"('Kitengela', 'Nairobi', 'Kenya')",Kenya,Nairobi,Kitengela,Urban,22,Kawangware
58,58,Nairobi,"('Langata', 'Nairobi', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Langata', 'Nairobi', 'Kenya'))",1,29,Nairobi,Kenya,Nairobi,Langata,Urban,23,Kawangware
59,59,Nairobi,"('Langata', 'Nairobi', 'Kenya')",2,5.892154730974068,-0.969529080979578,36.7816659,-1.3328938,"('Nairobi', ('Langata', 'Nairobi', 'Kenya'))",1,29,"('Langata', 'Nairobi', 'Kenya')",Kenya,Nairobi,Langata,Urban,23,Kawangware
60,60,Nairobi,"('Meru', 'Meru', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Meru', 'Meru', 'Kenya'))",1,30,Nairobi,Kenya,Meru,Meru,Urban,6,Kayole
61,61,Nairobi,"('Meru', 'Meru', 'Kenya')",2,142.2571985436946,0.9550525161358032,37.6500063,0.0499786,"('Nairobi', ('Meru', 'Meru', 'Kenya'))",1,30,"('Meru', 'Meru', 'Kenya')",Kenya,Meru,Meru,Urban,6,Kayole
62,62,Nairobi,"(""Murang'A"", ""Murang'A"", 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', (""Murang'A"", ""Murang'A"", 'Kenya'))",1,31,Nairobi,Kenya,Murang'A,Murang'A,Unclassified,5,Kayole
63,63,Nairobi,"(""Murang'A"", ""Murang'A"", 'Kenya')",2,39.955533638380565,1.321833783295082,37.00486124961815,-0.83091505,"('Nairobi', (""Murang'A"", ""Murang'A"", 'Kenya'))",1,31,"(""Murang'A"", ""Murang'A"", 'Kenya')",Kenya,Murang'A,Murang'A,Unclassified,5,Kayole
64,64,Nairobi,"('Nakuru', 'Nakuru', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Nakuru', 'Nakuru', 'Kenya'))",1,32,Nairobi,Kenya,Nakuru,Nakuru,Urban,43,Kawangware
65,65,Nairobi,"('Nakuru', 'Nakuru', 'Kenya')",2,128.8699386874597,2.3814230183230145,36.0712048,-0.2802724,"('Nairobi', ('Nakuru', 'Nakuru', 'Kenya'))",1,32,"('Nakuru', 'Nakuru', 'Kenya')",Kenya,Nakuru,Nakuru,Urban,43,Kawangware
66,66,Nairobi,"('Nyamira', 'Nyamira', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Nyamira', 'Nyamira', 'Kenya'))",1,33,Nairobi,Kenya,Nyamira,Nyamira,Urban,26,Kawangware
67,67,Nairobi,"('Nyamira', 'Nyamira', 'Kenya')",2,209.4474298458329,2.86487773525912,34.93413079992329,-0.65225405,"('Nairobi', ('Nyamira', 'Nyamira', 'Kenya'))",1,33,"('Nyamira', 'Nyamira', 'Kenya')",Kenya,Nyamira,Nyamira,Urban,26,Kawangware
68,68,Nairobi,"('Nyeri', 'Nyeri', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Nyeri', 'Nyeri', 'Kenya'))",1,34,Nairobi,Kenya,Nyeri,Nyeri,Urban,16,Kawangware
69,69,Nairobi,"('Nyeri', 'Nyeri', 'Kenya')",2,75.52818053056549,1.5152684267138157,36.9517005,-0.4192962,"('Nairobi', ('Nyeri', 'Nyeri', 'Kenya'))",1,34,"('Nyeri', 'Nyeri', 'Kenya')",Kenya,Nyeri,Nyeri,Urban,16,Kawangware
70,70,Nairobi,"('Ruiru', 'Thika', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Ruiru', 'Thika', 'Kenya'))",1,35,Nairobi,Kenya,Thika,Ruiru,Urban,3,Kayole
71,71,Nairobi,"('Ruiru', 'Thika', 'Kenya')",2,11.625197500493748,1.1419130152329249,36.96044860000001,-1.1472712,"('Nairobi', ('Ruiru', 'Thika', 'Kenya'))",1,35,"('Ruiru', 'Thika', 'Kenya')",Kenya,Thika,Ruiru,Urban,3,Kayole
72,72,Nairobi,"('Addis Ababa', 'Addis Ababa', 'Ethiopia')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Addis Ababa', 'Addis Ababa', 'Ethiopia'))",1,36,Nairobi,Ethiopia,Addis Ababa,Addis Ababa,Urban,56,Katlehong 
73,73,Nairobi,"('Addis Ababa', 'Addis Ababa', 'Ethiopia')",1,943.2017502336056,1.2771813414936808,38.761252500000005,9.0107934,"('Nairobi', ('Addis Ababa', 'Addis Ababa', 'Ethiopia'))",1,36,"('Addis Ababa', 'Addis Ababa', 'Ethiopia')",Ethiopia,Addis Ababa,Addis Ababa,Urban,56,Katlehong 
74,74,Nairobi,"('Ahero', 'Kisumu', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Ahero', 'Kisumu', 'Kenya'))",1,37,Nairobi,Kenya,Kisumu,Ahero,Urban,2,Ongata Rongai
75,75,Nairobi,"('Ahero', 'Kisumu', 'Kenya')",1,231.48037687585276,2.6374243302354152,34.919004,-0.172399,"('Nairobi', ('Ahero', 'Kisumu', 'Kenya'))",1,37,"('Ahero', 'Kisumu', 'Kenya')",Kenya,Kisumu,Ahero,Urban,2,Ongata Rongai
76,76,Nairobi,"('Al Diyum East', 'Khartoum', 'Sudan')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Al Diyum East', 'Khartoum', 'Sudan'))",1,38,Nairobi,Sudan,Khartoum,Al Diyum East,Urban,6,Kawangware
77,77,Nairobi,"('Al Diyum East', 'Khartoum', 'Sudan')",1,1611.1788838669513,1.7784682057214236,32.539207899999994,15.5690117,"('Nairobi', ('Al Diyum East', 'Khartoum', 'Sudan'))",1,38,"('Al Diyum East', 'Khartoum', 'Sudan')",Sudan,Khartoum,Al Diyum East,Urban,6,Kawangware
78,78,Nairobi,"('Al Riyadh', 'Al Riyadh', 'Sudan')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Al Riyadh', 'Al Riyadh', 'Sudan'))",1,39,Nairobi,Sudan,Al Riyadh,Al Riyadh,Urban,1,Kawangware
79,79,Nairobi,"('Al Riyadh', 'Al Riyadh', 'Sudan')",1,1610.9518871642126,1.7763967400567469,32.567664,15.579633,"('Nairobi', ('Al Riyadh', 'Al Riyadh', 'Sudan'))",1,39,"('Al Riyadh', 'Al Riyadh', 'Sudan')",Sudan,Al Riyadh,Al Riyadh,Urban,1,Kawangware
80,80,Nairobi,"('Aweil', 'Aweil', 'South Sudan')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Aweil', 'Aweil', 'South Sudan'))",1,40,Nairobi,South Sudan,Aweil,Aweil,Non-Urban,1,Kawangware
81,81,Nairobi,"('Aweil', 'Aweil', 'South Sudan')",1,1404.0016530973369,2.3522126986997565,27.396208500000004,8.7693352,"('Nairobi', ('Aweil', 'Aweil', 'South Sudan'))",1,40,"('Aweil', 'Aweil', 'South Sudan')",South Sudan,Aweil,Aweil,Non-Urban,1,Kawangware
82,82,Nairobi,"('Bamburi', 'Mombasa', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Bamburi', 'Mombasa', 'Kenya'))",1,41,Nairobi,Kenya,Mombasa,Bamburi,Urban,15,Kawangware
83,83,Nairobi,"('Bamburi', 'Mombasa', 'Kenya')",1,406.2648417840893,-0.6120875328893702,39.7166,-4.0,"('Nairobi', ('Bamburi', 'Mombasa', 'Kenya'))",1,41,"('Bamburi', 'Mombasa', 'Kenya')",Kenya,Mombasa,Bamburi,Urban,15,Kawangware
84,84,Nairobi,"('Bisoro', 'Bisoro', 'Burundi')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Bisoro', 'Bisoro', 'Burundi'))",1,42,Nairobi,Burundi,Bisoro,Bisoro,Urban,1,Ongata Rongai
85,85,Nairobi,"('Bisoro', 'Bisoro', 'Burundi')",1,808.6174639320623,-2.8695106745388625,29.7077404,-3.636156,"('Nairobi', ('Bisoro', 'Bisoro', 'Burundi'))",1,42,"('Bisoro', 'Bisoro', 'Burundi')",Burundi,Bisoro,Bisoro,Urban,1,Ongata Rongai
86,86,Nairobi,"('Bombolulu', 'Bombolulu', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Bombolulu', 'Bombolulu', 'Kenya'))",1,43,Nairobi,Kenya,Bombolulu,Bombolulu,Urban,1,Kayole
87,87,Nairobi,"('Bombolulu', 'Bombolulu', 'Kenya')",1,391.7130077475133,-0.649344408385869,39.696073,-4.026789,"('Nairobi', ('Bombolulu', 'Bombolulu', 'Kenya'))",1,43,"('Bombolulu', 'Bombolulu', 'Kenya')",Kenya,Bombolulu,Bombolulu,Urban,1,Kayole
88,88,Nairobi,"('Bujamana', 'Kigali', 'Rwanda')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Bujamana', 'Kigali', 'Rwanda'))",1,44,Nairobi,Rwanda,Kigali,Bujamana,Urban,1,Kayole
89,89,Nairobi,"('Bujamana', 'Kigali', 'Rwanda')",1,763.0140806216176,-3.0547274153901247,30.061507,-1.950851,"('Nairobi', ('Bujamana', 'Kigali', 'Rwanda'))",1,44,"('Bujamana', 'Kigali', 'Rwanda')",Rwanda,Kigali,Bujamana,Urban,1,Kayole
90,90,Nairobi,"('Bujumbura', 'Bujumbura', 'Burundi')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Bujumbura', 'Bujumbura', 'Burundi'))",1,45,Nairobi,Burundi,Bujumbura,Bujumbura,Urban,46,Kawangware
91,91,Nairobi,"('Bujumbura', 'Bujumbura', 'Burundi')",1,839.289648265931,-2.911299572342346,29.3675028,-3.3638125,"('Nairobi', ('Bujumbura', 'Bujumbura', 'Burundi'))",1,45,"('Bujumbura', 'Bujumbura', 'Burundi')",Burundi,Bujumbura,Bujumbura,Urban,46,Kawangware
92,92,Nairobi,"('Bumala', 'Bumala', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Bumala', 'Bumala', 'Kenya'))",1,46,Nairobi,Kenya,Bumala,Bumala,Urban,2,Kawangware
93,93,Nairobi,"('Bumala', 'Bumala', 'Kenya')",1,322.15955265584387,2.633836210548278,34.2024041,0.3031139,"('Nairobi', ('Bumala', 'Bumala', 'Kenya'))",1,46,"('Bumala', 'Bumala', 'Kenya')",Kenya,Bumala,Bumala,Urban,2,Kawangware
94,94,Nairobi,"('Bungoma', 'Bungoma', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Bungoma', 'Bungoma', 'Kenya'))",1,47,Nairobi,Kenya,Bungoma,Bungoma,Urban,12,Kawangware
95,95,Nairobi,"('Bungoma', 'Bungoma', 'Kenya')",1,292.6090764245537,2.4400610760694645,34.71916810731902,0.78292445,"('Nairobi', ('Bungoma', 'Bungoma', 'Kenya'))",1,47,"('Bungoma', 'Bungoma', 'Kenya')",Kenya,Bungoma,Bungoma,Urban,12,Kawangware
96,96,Nairobi,"('Dagoretti', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Dagoretti', 'Nairobi', 'Kenya'))",1,48,Nairobi,Kenya,Nairobi,Dagoretti,Urban,4,Kawangware
